"journal_title","item_cnt"
Revista Opinião Jurídica (Fortaleza),1
Revista Panamericana de Pedagogía,1
Revista Peruana de Ciencias Penales,1
Revista Portuguesa de Filosofia,1
Revista Portuguesa de Saúde Pública,1
REVISTA PROCESOS DE MERCADO,1
Revista Publicum,2
REVISTA QUAESTIO IURIS,2
Revista Tribuna Internacional,2
Revista Universitaria de Historia Militar,1
Revista Vasca de Administración Pública / Herri-Arduralaritzarako Euskal Aldizkaria,1
Revista Vertentes do Direito,1
Rev secr Trib perm revis,2
Revue Bénédictine,2
Revue critique de droit international privé,10
Revue d assyriologie et d archéologie orientale,2
Revue de la régulation,1
Revue de l’Institut français d’histoire en Allemagne,3
Revue de métaphysique et de morale,1
Revue des droits de l’homme,2
Revue des Maladies Respiratoires,2
Revue des Maladies Respiratoires Actualités,1
Revue de Synthèse,7
Revue d histoire des textes,2
Revue Droit & Littérature,1
Revue française d administration publique,3
Revue française de gestion,1
Revue Française de Sociologie,2
Revue Française d Histoire des Idées Politiques,1
Revue générale de droit,1
Revue interdisciplinaire d études juridiques,1
Revue internationale de droit économique,1
Revue internationale de droit pénal,3
Revue Internationale des Sciences Administratives,3
Revue Littératures | Université McGill,1
Revue Mabillon,1
Revue pro právo a technologie,1
Revus,6
RFD- Revista da Faculdade de Direito da UERJ,4
Rheologica Acta,2
Rhetorica,3
Rhetoric Society Quarterly,1
Rhetorik,1
Rheumatismus,1
Ricerche di Pedagogia e Didattica. Journal of Theories and Research in Education,1
Richterzeitung,4
Rilem bookseries,1
Risk Governance and Control Financial Markets & Institutions,1
Rivista di Criminologia Vittimologia e Sicurezza,1
Rivista di diritto romano,1
RIVISTA DI STORIA DELLA FILOSOFIA,1
RIVISTA SPERIMENTALE DI FRENIATRIA,2
RM Rivista,1
Robotics and Computer-Integrated Manufacturing,1
Rocznik Administracji Publicznej,1
Roczniki Administracji i Prawa,2
Roczniki Filozoficzne,1
Roczniki Historyczne,1
Roczniki Humanistyczne,2
Roczniki Nauk Prawnych,3
Rocznik Instytutu Europy Środkowo-Wschodniej,1
Roczniki Teologiczne,1
Rocznik Lituanistyczny,1
Rocznik Polsko-Niemiecki,2
Rocznik Teologiczny,2
R. Oldenbourg Verlag eBooks,2
R. Oldenbourg Verlag GmbH eBooks,1
Romance Philology,1
Romance Quarterly,3
Romanitas - Revista de Estudos Grecolatinos,2
Rossijskoe Pravo Obrazovanie Praktika Nauka,1
Routledge eBooks,23
Royal Institute of Philosophy Supplement,1
Royal Society Open Science,1
Rozprawy Ubezpieczeniowe,1
RSC Sustainability,1
Ruch Biblijny i Liturgiczny,1
Ruch Prawniczy Ekonomiczny i Socjologiczny,16
RUDN JOURNAL OF LAW,2
RUDN Journal of World History,2
Rukopisna ta knižkova spadŝina Ukraïni,1
RursuSpicae,2
Russian Engineering Research,1
Russian History,1
Russian Journal of Church History,1
Russian Journal of Criminology,6
Russian Journal of Economics and Law,1
Russian Journal of Parasitology,1
Russian Journal of Physical Chemistry A,1
Russian Law Journal,2
Russian Literature,2
RW,5
Sächsische Heimatblätter,11
Saeculum Christianum,3
SAE technical papers on CD-ROM/SAE technical paper series,7
Safety Science,1
SAGE Open,1
Sakarya Üniversitesi Hukuk Fakültesi Dergisi,2
Salduie,1
Saldvie: Estudios de prehistoria y arqueología,1
Sales Management Review,1
Salmanticensis,1
Samara Journal of Science,1
Samorząd Terytorialny,5
Sanat Tarihi Dergisi,1
Santander Art and Culture Law Review,1
Scandia : Tidskrift för historisk forskning,1
Scandinavian Actuarial Journal,1
Scandinavian Economic History Review,7
Scandinavian Journal of History,15
Scandinavian Journal of Management,1
Scandinavian Journal of the Old Testament,2
Scando Slavica,2
Schmalenbach Business Review,5
Schmalenbach IMPULSE,1
Schmalenbach Journal of Business Research,36
Schmerzmedizin,1
"Schriften des Vereins für Socialpolitik, Gesellschaft für Wirtschafts- und Sozialwissenschaften",3
Schriften des Zentralinstituts für Sozialwissenschaftliche Forschung der Freien Universität Berlin,6
"Schriftenreihe der Juristischen Fakultät der Europa-Universität Viadrina Frankfurt, Oder",3
"Schriftenreihe der Österreichischen Gesellschaft für Europaforschung, ECSA Austria",6
"Schriftenreihe des Instituts für Klimaschutz, Energie und Mobilität",2
Schriftenreihe des Instituts für Kredit- und Finanzwirtschaft,1
"Schriftenreihe des Interdisziplinären Zentrums für Ethik an der Europa-Universität Viadrina Frankfurt, Oder",2
Schriftenreihe des Strafvollzugsarchivs,9
Schriftenreihe des Zentrums für Militärgeschichte und Sozialwissenschaften der Bundeswehr,1
Schriftenreihe für Del inquenzpädagogik und Rechtserziehung,1
Schriftenreihe Natur und Recht,1
Schriften zum bürgerlichen Recht,1
Schriften zum Jugendrecht und zur Jugendkriminologie,1
Schriften zum Kultur- und Museumsmanagement,1
Schweizerische Ärztezeitung,1
Schweizerische Zeitschrift fur Forstwesen,1
Science,13
Science and Engineering Ethics,1
Science and School,1
Science in Context,1
ScienceOpen Research,1
Science studies,12
Science Technology & Human Values,2
Sciendo eBooks,1
Scientific and analytical journal Burganov House The space of culture,1
Scientific Artsakh,1
Scientific bulletins of the Belgorod State University Series History Political science,1
Scientific Data,1
Scientific Proceedings of the Vanadzor State University Humanities and Social Sciences,1
Scientific Publications / University of Economics in Katowice,1
Scientific Reports,3
SCIENTIFIC RESEARCH AND EDUCATION IN THE AIR FORCE,1
SCIENTIFIC WORK,1
Scottish Journal of Theology,1
Security and Communication Networks,1
Security and Privacy,1
Security informatics and law enforcement,1
Security Journal,1
Sefarad,6
Seikei-Kakou,2
Selçuk Üniversitesi Hukuk Fakültesi dergisi,7
Seminare Poszukiwania naukowe,1
Senkyo kenkyū/Senkyo kenkyu,1
SensePublishers eBooks,2
Sensors,2
Sententiae,1
SENTRALISASI,1
Seoul Law Review,4
Seqüência estudos jurídicos e políticos,1
Serie,1
Services and business process reengineering,1
Sex Roles,1
Sexual and Reproductive Health Matters,1
Sexuality Research and Social Policy,1
Sexuelle Gewalt und Pädagogik,1
Shagi / Steps,1
Shidnoevropejskij zurnal vnutrisnoi ta simejnoi medicini,2
Short studies in private international law,5
SHS Web of Conferences,4
Sicherheit & Frieden,3
Sicherheit - interdisziplinäre Perspektiven,2
"SIGHUM Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities",1
Signs,1
Simmel Studies,1
"Simulation foundations, methods and applications",1
Síntese Revista de Filosofia,1
SIRIUS - Zeitschrift für Strategische Analysen,2
Sixteenth Century Journal,3
Slagmark - Tidsskrift for idéhistorie,2
Slavery and Abolition,7
Slavica Lodziensia,1
Slavic Review,1
Slavic World in the Third Millennium,1
Slovene,4
Slovo of the National School of Judges of Ukraine,1
Small Business Economics,2
"Smart innovation, systems and technologies",1
Soccer and Society,1
Social Analysis,1
Social History,2
Social Issues and Policy Review,1
Social & Legal Studies,7
Social Philosophy and Policy,3
Social Policy and Administration,3
Social Politics International Studies in Gender State & Society,1
Social Problems,6
Social Psychiatry,1
Social Psychiatry and Psychiatric Epidemiology,1
Social Science History,1
Social Science & Medicine,2
Social Sciences,1
Social Sciences in China,2
Sociedades Precapitalistas,1
SOCIETÀ E STORIA,2
Societas et iurisprudentia,5
Societies,1
Socijalna ekologija,1
SocioEconomic Challenges,1
Socio-Economic Review,3
Sociologia,1
SOCIOLOGIA DEL DIRITTO,10
Sociologia Internationalis,3
Sociological Inquiry,1
Sociological studies of children and youth,1
Sociologie du Travail,2
Sociology and Law,1
Sociology Compass,1
Socioloski pregled,1
SOCRATES Rīgas Stradiņa universitātes Juridiskās fakultātes elektroniskais juridisko zinātnisko rakstu žurnāls / SOCRATES Rīga Stradiņš University Faculty of Law Electronic Scientific Journal of Law,1
SoftwareX,1
Solar Energy,1
Solar Physics,2
Sosyal Guvence,1
Sotsiologicheskoe Obozrenie / Russian Sociological Review,2
Sources in the history of mathematics and physical sciences,3
South African Forestry Journal,1
South African Historical Journal,1
South African Journal of Botany,1
South African Journal on Human Rights,1
South Asian Review,1
Southeastern Europe,1
Southern Economic Journal,1
South Ukrainian Law Journal,2
Soviet Atomic Energy,1
Sovietica,3
Soviet Materials Science,2
Soviet Mining Science,1
Soviet Physics Journal,2
Soviet Powder Metallurgy and Metal Ceramics,1
Soviet Studies,2
Soziale Passagen,4
Soziale Probleme,7
Sozialer Fortschritt,8
Sozialer Sinn,3
"Soziales Gedächtnis, Erinnern und Vergessen",1
Soziale Systeme,10
"Soziale Ungleichheit, kulturelle Unterschiede: Verhandlungen des 32. Kongresses der Deutschen Gesellschaft für Soziologie in München. Teilbd. 1 und 2",1
Soziale Welt,2
Sozial Extra,7
Sozialraumforschung und Sozialraumarbeit,2
Sozialtheorie,5
Sozial- und Kulturgeographie,2
Sozial- und Präventivmedizin,12
Sozialwissenschaftliche Gesundheitsforschung,1
Soziologie,1
Soziologische Revue,1
Space Policy,1
Space Science Reviews,1
SPAL Revista de Prehistoria y Arqueología de la Universidad de Sevilla,1
Spectrochimica Acta Part A Molecular and Biomolecular Spectroscopy,2
Spectrochimica Acta Part A Molecular Spectroscopy,2
Specula Iuris,2
Speculum,5
Spektrum der Augenheilkunde,3
Spezielle pathologische Anatomie,8
Spiritual Care,1
Sports Orthopaedics and Traumatology,4
Sport und Gesellschaft,1
Sportwissenschaft,1
Sprache und Literatur,3
SpringerBriefs in cybersecurity,4
SpringerBriefs in economics,1
SpringerBriefs in law,27
SpringerBriefs in social work,1
SpringerBriefs in sociology,1
Springer commentaries on international and european law,29
Springer eBooks,3572
Springer handbooks,1
Springer-Lehrbuch,208
Springer notes Rechtswissenschaft,2
Springer polar sciences,1
Springer Praxis & Recht,1
Springer Reference Geisteswissenschaften,6
Springer Reference Medizin,5
Springer Reference Naturwissenschaften,2
"Springer Reference Pflege, Therapie, Gesundheit",2
Springer Reference Psychologie,3
Springer Reference Sozialwissenschaften,13
Springer Reference Technik,3
Springer Reference Wirtschaft,2
Springer series in design and innovation,1
Springer series in electoral politics,1
Springer series in information sciences,1
Springer series in language and communication,1
Springer series in materials science,2
Springers Handbücher der Rechtswissenschaft,9
Springers Kurzlehrbücher der Rechtswissenschaft,20
Springers Kurzlehrbücher der Wirtschaftswissenschaften,1
Springer textbooks in law,6
Springer theses,1
Springer tracts in additive manufacturing,1
Sravnitel noe konstitucionnoe obozrenie,1
Srpska pravna misao,2
SSRN Electronic Journal,877
Staat - Souveränität - Nation,5
Stadtforschung aktuell,1
Stahlbau,1
Stämpfli eBooks,1
Standort,1
Starch - Stärke,12
Stasis,1
Stati inu obstati revija za vprašanja protestantizma,2
Statistics and Applications,1
steel research international,1
Steinkopff eBooks,45
Steinkopff-Verlag eBooks,1
Stellenbosch Papers in Linguistics Plus,1
Steroids,1
Stomatology,1
Storicamente,1
Stosunki.pl/Stosunki Międzynarodowe,1
Strahlentherapie und Onkologie,1
Strani pravni zivot,5
Stratejik ve Sosyal Araştırmalar Dergisi,1
Strength of Materials,2
Strumenti per la didattica e la ricerca,1
Studia archaeologica Brunensia,1
Studia BAS,1
Studia Celtica,1
Studia Ceranea Journal of the Waldemar Ceran Research Centre for the History and Culture of the Mediterranean Area and South-East Europe,7
Studia Ekonomiczne / Akademia Ekonomiczna w Katowicach,1
Studia Europejskie / Centrum Europejskie Uniwersytetu Warszawskiego,1
Studia Europejskie-Studies in European Affairs,1
Studia Geophysica et Geodaetica,1
Studia historica Brunensia,1
Studia Historica Historia Antigua,2
Studia Historica Historia Medieval,3
Studia Historica Historia Moderna,2
Studia Historica Slovenica,11
Studia Humana,1
Studia Iuridica,26
STUDIA IURIDICA Casoviensia,3
Studia Iuridica Lublinensia,25
Studia Iuridica Toruniensia,1
Studia Logica,1
Studia Maritima,5
Studia nad Autorytaryzmem i Totalitaryzmem,5
Studia Neophilologica,2
Studia Paradyskie,1
Studia Philologica,1
Studia Podlaskie,1
Studia Polityczne,2
Studia Prawa Publicznego,1
Studia Prawnicze KUL,6
Studia Prawnicze / The Legal Studies,9
Studia Prawno-Ekonomiczne,8
Studia Prawnoustrojowe,4
Studia Slavica,1
Studia Teologiczno-Historyczne Śląska Opolskiego,2
Studia theologica,6
Studia Theologica - Nordic Journal of Theology,2
Studia Universitatis Babeş-Bolyai Dramatica,1
Studia z Historii Społeczno-Gospodarczej XIX i XX Wieku,1
Studia z Prawa Wyznaniowego,1
Studia Źródłoznawcze Commentationes,1
Studia Żydowskie Almanach,1
Studia z zakresu nauk prawnoustrojowych Miscellanea,1
Studia z Zakresu Prawa Pracy i Polityki Społecznej,1
Studi di storia,3
Studi di storia medioevale e di diplomatica - Nuova Serie,4
Studien der NRW School of Governance,1
Studien und Materialien zum Rechtsextremismus,4
Studien und Materialien zum Straf- und Massregelvollzug,1
Studien zu Kinder- und Jugendliteratur und -medien,1
Studien zum Wirtschaftsstrafrecht,3
Studien zur interdisziplinären Anthropologie,1
Studien zur Migrations- und Integrationspolitik,1
Studi e saggi,1
Studies in choice and welfare,1
Studies in Church History,29
Studies in Church History Subsidia,7
Studies in Church History. Subsidia,1
Studies in computational intelligence,1
Studies in East European Thought,3
Studies in economic history,1
Studies in European economic law and regulation,34
Studies in history and philosophy of science,1
Studies in History and Philosophy of Science Part A,3
Studies in History and Philosophy of Science Part C Studies in History and Philosophy of Biological and Biomedical Sciences,2
Studies in international economics and institutions,1
Studies in language companion series,1
Studies in Late Antiquity,4
"Studies in law, politics, and society",2
Studies in Logic Grammar and Rhetoric,3
Studies in media and communications,1
Studies in natural language and linguistic theory,1
Studies in Oriental Sources,1
Studies in philology,2
Studies in Political Economy,1
Studies in Regional Science,1
Studies in Soviet Thought,1
Studies in surface science and catalysis,3
Studies in symbolic interaction,1
"Studies in systems, decision and control",3
Studies in the history of law and justice,53
Studies in the history of mathematics and physical sciences,3
Studies in the history of philosophy of mind,1
Studies in Zionism,1
"Studies on entrepreneurship, structural change and industrial dynamics",1
Studii și cercetări de onomastică și lexicologie,1
Studime Filologjike,1
STUDI ORGANIZZATIVI,1
"Studium Pflege, Therapie, Gesundheit",2
Stylistyka,1
sub\urban zeitschrift für kritische stadtforschung,2
Suchtproblematik,2
SUCHT - Zeitschrift für Wissenschaft und Praxis / Journal of Addiction Research and Practice,5
sui generis,1
Süleyman Demirel Üniversitesi Hukuk Fakültesi Dergisi,10
Suprema - Revista de Estudos Constitucionais,3
Surface and Interface Analysis,1
Sustainability,14
Sustainability Science,1
Sustainable Development,2
Sustainable development goals series,1
Sustainable finance,1
Swiss Journal of Hydrology,6
Swiss Journal of Sociology,1
Swiss Political Science Review,3
Syllecta classica,2
Symbolae Osloenses,5
Symposion der Deutschen Ophthalmologischen Gesellschaft,1
Symposium - International Astronomical Union,5
Synthese,2
Synthese historical library,2
Synthetic Metals,2
Szkoła Główna Planowania i Statystyki eBooks,1
Taiikugaku kenkyu (Japan Journal of Physical Education Health and Sport Sciences),2
Talanta,2
Tallandier eBooks,1
TalTech journal of European studies/TalTech journal of European studies.,2
TAPA,2
TAPPI Journal,1
Tarih İncelemeleri Dergisi,1
Társadalomkutatás,2
TATuP - Zeitschrift für Technikfolgenabschätzung in Theorie und Praxis,4
Taylor & Francis eBooks,1
TDM,3
TDX (Tesis Doctorals en Xarxa),2
Teaching Public Administration,1
Technical Transactions,1
"Technikzukünfte, Wissenschaft und Gesellschaft",1
Technology and Culture,1
Technology in Society,3
"Technology, work and globalization",1
Techno:Phil,2
Tehnički glasnik,1
Teisė,8
Tekirdağ Namık Kemal Üniversitesi Hukuk Fakültesi Dergisi,1
tekst i dyskurs - text und diskurs,2
Tekstilna industrija,1
Tekstualia,1
Telecommunications Policy,3
Telekomunikacja i Techniki Informacyjne,1
Telematics and Informatics,1
Temenos - Nordic Journal for the Study of Religion,1
Tempo Social,1
Teocomunicação,1
Teología y vida,1
Teologisk Tidsskrift,1
Teoría de la Educación Revista Interuniversitaria,2
Teoria Jurídica Contemporânea,1
Teoría y Realidad Constitucional,7
Terrestrial Magnetism and Atmospheric Electricity,1
Territory Politics Governance,3
Tetrahedron,3
Tetrahedron Asymmetry,2
Tetrahedron Letters,1
Tetsu-to-Hagane,43
Teubner-Archiv zur Mathematik,1
Teubner-Studienbücher. Chemie,1
Texte zur Rechtspolitik,1
TEXTILE,1
Textual Cultures,1
The Age of Human Rights Journal,2
The American Historical Review,1
The American Journal of Bioethics,2
The American Journal of Comparative Law,11
The American Journal of Philology,6
The American Journal of Psychology,1
The American Sociologist,1
The Annual of the British School at Athens,2
The Annual review of sociology,1
The Annuals of Japanese Political Science Association,1
The Antiquaries Journal,1
The Astronomy and Astrophysics Review,1
The Astrophysical Journal,4
The Beacon Journal for Studying Ideologies and Mental Dimensions,1
The B E Journal of Theoretical Economics,1
The Botanical Review,2
The British Journal of Criminology,4
The Business History Review,3
The Cambridge Classical Journal,1
The Cambridge Law Journal,9
The Canadian Journal of Chemical Engineering,5
The Catholic historical review,3
The chemistry of heterocyclic compounds/The Chemistry of heterocyclic compounds,32
The China Quarterly,2
The Classical Quarterly,27
The Classical Review,3
The Economic History Review,11
The Economic Journal,1
The Economics of Science,1
The Economists Voice,1
The Educational Forum,1
The Encyclopedia of Ancient History,50
The Encyclopedia of Christian Civilization,1
The Encyclopedia of Diplomacy,1
The English Historical Review,1
The Enzymes,1
The Ethnology Notebooks,1
The European heritage in economics and the social sciences,2
The European Legacy,5
The European Physical Journal A,6
The European Physical Journal B,2
The European Physical Journal C,1
The European Physical Journal Plus,1
The European Physical Journal Special Topics,1
The Expository Times,1
The Facets of History,1
The Geneva Papers on Risk and Insurance Issues and Practice,4
The Geojournal library,2
The Germanic Review Literature Culture Theory,1
The German Quarterly,2
The Historical Journal,10
The History of the Family,9
The Holocaust and its contexts,1
The Homer Encyclopedia,1
The Howard Journal of Criminal Justice,1
The Indonesian Journal of Socio-Legal Studies,2
The innovation journal,1
The International Encyclopedia of Communication,1
The International Encyclopedia of Ethics,1
The International Information & Library Review,1
The International Journal of Advanced Manufacturing Technology,8
The International Journal of Children s Rights,3
The International Journal of Evidence & Proof,2
The International Journal of Learning Annual Review,1
THE INTERNATIONAL JOURNAL OF MANAGEMENT SCIENCE AND BUSINESS ADMINISTRATION,1
The International Journal of Nautical Archaeology,2
The International Journal of the History of Sport,2
The International Journal of the Platonic Tradition,1
"The International library of ethics, law and technology",4
The International Spectator,1
The International Sports Law Journal,6
The Italian Journal of Neurological Sciences,1
The Japanese Journal of Ergonomics,1
The Japanese Journal of Nutrition and Dietetics,1
The Japan Journal of Logopedics and Phoniatrics,1
The Jewish Quarterly Review,2
The Journal of African History,4
The Journal of Asian Studies,1
The Journal of Chemical Physics,1
The Journal of Criminal Law,2
The Journal of Dermatology,1
The Journal of Ecclesiastical History,20
The Journal of Economic History,6
The Journal of Economic Perspectives,1
The Journal of Educational Sociology,1
The Journal of English and Germanic Philology,2
The Journal of Ethics,1
The Journal of Financial Research,1
The Journal of Garden History,1
The Journal of General Psychology,2
The Journal of Hellenic Studies,3
The Journal of Intellectual Property,2
The Journal of Interdisciplinary History,5
The Journal of Japan Institute of Navigation,1
The Journal of Korean Academy of Physical Therapy Science,1
The Journal of Korean Nietzsche-Society,1
The Journal of Korean Society of Occupational Therapy,1
The Journal of Laryngology & Otology,1
The Journal of Law Medicine & Ethics,2
The Journal of Legal Analysis,2
The Journal of Legal History,17
The Journal of Legal Pluralism and Unofficial Law,2
The Journal of Legal Studies,1
The Journal of Modern History,5
The Journal of Negro History,1
The Journal of Pathology,2
The Journal of Peasant Studies,2
The Journal of Physical Chemistry B,2
The Journal of Physical Chemistry C,2
The Journal of Politics,1
The Journal of Psychology,1
The Journal of Real Estate Finance and Economics,1
The Journal of Risk Finance,1
The Journal of Roman Studies,24
The Journal of Steroid Biochemistry and Molecular Biology,1
The Journal of the American Dental Association,2
The Journal of Urology,3
The Journal of V N Karazin Kharkiv National University Series History,2
The Journal of V N Karazin Kharkiv National University Series Physics,1
The Jurist/The jurist,4
The Laryngoscope,2
The Law and Development Review,4
The Law Teacher,1
The Legal Culture,2
The London Edinburgh and Dublin Philosophical Magazine and Journal of Science,6
The Mediaeval Journal,3
The Medical Journal of Australia,1
The Medieval History Journal,8
The Military Law and the Law of War Review,1
"The minerals, metals & materials series",1
The MIT Press eBooks,1
The Modern Language Review,1
The Moon,1
The Nishinihon Journal of Dermatology,2
The Opole Studies in Administration and Law,5
Théorèmes,2
Theoretical and Applied Genetics,1
Theoretical and Applied Law,1
Theoretical Criminology,1
Theorie und Praxis der Diskursforschung,1
Theory and practice of jurisprudence,1
Theory and Society,3
Theory Culture & Society,1
The Pacific Sociological Review,3
The Payam-e-Marefat-Kabul Education University,1
The Philosophical Forum,1
The Pluralist,1
The Polish Review,1
The Professional Geographer,1
The Psychological Record,1
Therapeutics and Clinical Risk Management,1
The Review of Faith & International Affairs,2
The Review of Laser Engineering,1
The Review of Politics,1
Thermochimica Acta,1
The Romanian Journal for Baltic and Nordic Studies,1
The Round Table,1
The Science of Nature,47
The Scientific Journal of the Observatory of Mediterranean Basin,1
The Seventeenth Century,1
Thesis Eleven,3
The Social History of Alcohol and Drugs,1
The Social Science Journal,1
The Thomist,1
The Tohoku Journal of Experimental Medicine,1
The Translator,1
The Turkish Yearbook of International Relations,1
The urban book series,1
Third World Quarterly,1
Third World Thematics A TWQ Journal,1
Thought and Practice,1
Ticaret ve Fikri Mülkiyet Hukuku Dergisi,1
Tidsskrift for Den norske legeforening,1
Tidsskrift for eiendomsrett,1
Tidsskrift for kjønnsforskning,1
Tidsskrift for Rettsvitenskap,10
Tijdschrift voor Geschiedenis,1
Tijdschrift voor Rechtsgeschiedenis / Revue d Histoire du Droit / The Legal History Review,3
Tilburg Law Review,1
Time & Society,1
T.M.C. Asser Press eBooks,119
TMPM Tschermaks Mineralogische und Petrographische Mitteilungen,4
TNO eBooks,1
Topics in Catalysis,2
Topics in current chemistry,1
Topics in stereochemistry,1
Tort and insurance law,15
Tourism Analysis,1
Town Planning Review,2
Traditio,48
Tradition - A Journal of Orthodox Jewish Thought,1
Transactions of Japan Society of Kansei Engineering,1
Transactions of Japan Society of Spring Engineers,1
Transactions of the American Philological Association (1974-),4
Transactions of the American Philosophical Society,2
Transactions of the IMF,3
Transactions of the Indian Ceramic Society,2
Transactions of the International Astronomical Union,1
Transactions of the Japan Institute of Metals,6
TRANSACTIONS OF THE JAPAN SOCIETY OF MECHANICAL ENGINEERS Series B,1
Transactions of the New York Academy of Sciences,1
Transactions of the Royal Historical Society,11
Transactions of the Royal Society of South Africa,1
Transactions of the Royal Society of Tropical Medicine and Hygiene,2
Transactions of the Society of Instrument and Control Engineers,1
transcript Verlag eBooks,61
Transcultural Psychiatric Research Review,1
Transcultural research - Heidelberg studies on Asia and Europe in a global context,4
Transfer European Review of Labour and Research,6
Transformacje Prawa Prywatnego,3
Transformation An International Journal of Holistic Mission Studies,1
Transforming communications,1
Transilvania,1
Transition Studies Review,1
Translation and Translanguaging in Multilingual Contexts,1
Transnational Environmental Law,4
Transnational Legal Theory,9
Transportation Research Part B Methodological,1
Transportation Research Part D Transport and Environment,1
Transport in Porous Media,1
Trauma und Gewalt,3
Travaux de sciences sociales,3
Trema,1
Trends in Classics,1
Trends in Glycoscience and Glycotechnology,2
Trends in Organized Crime,1
Trials,1
Trivium,22
Türk-Alman Üniversitesi Hukuk Fakültesi Dergisi,6
Türkiye Adalet Akademisi Dergisi,8
Türkiye Tarımsal Araştırmalar Dergisi,1
Tyche,1
Tyumen State University Herald Humanities Research Humanitates,3
Tyumen State University Herald Social Economic and Law Research,3
Übersetzungskulturen der Frühen Neuzeit,1
UbG - Die Unternehmensbesteuerung,1
UFITA - Archiv für Medienrecht und Medienwissenschaft,1
Ukrainian Botanical Journal,1
Ullmann's Encyclopedia of Industrial Chemistry,29
Ulm und Oberschwaben,2
ULP Law Review,1
Uluslararası Yönetim Akademisi Dergisi,1
Umweltwissenschaften und Schadstoff-Forschung,3
Undang Jurnal Hukum,1
Unfallchirurgie,5
UNIPA Springer series,1
UNISCI Journal,2
Uniscope,1
Universal- und kulturhistorische Studien,2
Universidad Autónoma de Madrid eBooks,1
Universidad del Externado de Colombia eBooks,2
Universidad del Rosario eBooks,1
Universidad Internacional de Andalucía eBooks,1
Universitas-Győr Nonprofit Kft. eBooks,1
Universitas Jus,3
UNIVERSITAS Revista de Filosofía Derecho y Política,1
University of Michigan Press eBooks,2
University of Toronto Law Journal,12
University of Toronto Press eBooks,2
University Press of Colorado eBooks,1
Universos Jurídicos,1
"Univerzita Pavla Jozefa Šafárika, Vydavateľstvo ŠafárikPress eBooks",3
Urban Geography,2
Urban History,2
Urban Morphology,2
Urban Research & Practice,1
Urban studies,15
Urban Studies,1
Urologe A,1
Urology Herald,1
Uro-News,2
USENIX Security Symposium,1
Usus Antiquior,1
Utilitas,1
Utilities Policy,1
Utrecht Law Review,1
uwf UmweltWirtschaftsForum,1
Uyuşmazlık Mahkemesi Dergisi,4
Uzhhorod National University Herald Series Law,1
Vacuum,1
Vakanüvis uluslararası tarih araştırmaları dergisi/Vakanüvis-uluslararası tarih araştırmaları dergisi,1
Vakuum in Forschung und Praxis,2
Vandenhoeck &amp; Ruprecht eBooks,1
Vandenhoeck & Ruprecht eBooks,103
VDI-Buch,3
Vectors of Social Sciences,1
Vegetatio,3
Velbrück Wissenschaft eBooks,5
Veleia,1
Verbum et Ecclesia,2
Verbum Vitae,1
Veredas do Direito Direito Ambiental e Desenvolvimento Sustentável,1
Verfassung in Recht und Übersee,2
Vergentis,1
Vergleichende Politikwissenschaft,1
Verhandlungen der Deutschen Dermatologischen Gesellschaft,1
Verhandlungen der Deutschen Gesellschaft für Innere Medizin,34
Verhandlungen der Deutschen Gesellschaft für Neurologie,6
Verhandlungen der Gesellschaft Deutscher Naturforscher und Ärzte,1
Verhandlungsbericht der Deutschen Gesellschaft für Urologie,6
Veritas et Justitia,2
Veritas (Porto Alegre),1
Verlag Barbara Budrich eBooks,3
Verlag Dr. Otto Schmidt eBooks,63
Verlag Julius Klinkhardt eBooks,1
Verlag Karl Alber eBooks,6
Veröffentlichungen aus der Forschungsstelle für Theoretische Pathologie der Heidelberger Akademie der Wissenschaften,1
Veröffentlichungen der Akademie für Technikfolgenabschätzung in Baden-Württemberg,1
"Veröffentlichungen des Instituts für Deutsches, Europäisches und Internationales Medizinrecht, Gesundheitsrecht und Bioethik der Universitäten Heidelberg und Mannheim",11
Veröffentlichungen des Instituts für Europäische Geschichte Mainz,7
Veröffentlichungen des Instituts für Europäische Geschichte Mainz. Beiheft,25
Verslo ir teisės aktualijos / Current Issues of Business and Law,1
Verwaltung & Management,1
Vesnik pravne istorije,5
Vestnik dermatologii i venerologii,1
Vestnik Immanuel Kant Baltic Federal University,1
Vestnik Moskovskogo gosudarstvennogo oblastnogo universiteta. Seriâ Filosofskie nauki/Vestnik Moskovskogo gosudarstvennogo oblastnogo universiteta. Seriâ: Filosofskie nauki,1
Vestnik of Samara University History pedagogics philology,1
Vestnik of the St Petersburg University of the Ministry of Internal Affairs of Russia,1
Vestnik Volgogradskogo gosudarstvennogo universiteta Serija 4 Istorija Regionovedenie Mezhdunarodnye otnoshenija,1
Veterinary Medical Guide to Dog and Cat Breeds,1
Veterinary Microbiology,1
Viator,3
Vierteljahrshefte für Zeitgeschichte,1
Vierteljahrshefte zur Wirtschaftsforschung,6
VIERTELJAHRSSCHRIFT FÜR WISSENSCHAFTLICHE PÄDAGOGIK,1
Vieweg+Teubner eBooks,2
Vigiliae Christianae,1
Viking and Medieval Scandinavia,1
Vilnius University Open Series,1
Violence and Gender,1
Virchows Archiv,46
Virchows Archiv A Pathological Anatomy and Histology,3
Virchows Archiv A Pathological Anatomy and Histopathology,1
Vision Research,1
Visnyk of Lviv University Biological series,1
Visnyk of the Lviv University Series Law,1
Vniversitas. Revista de Ciencias Jurídicas,2
