"id","issn_l","issn","display_name","type"
S4306489558,,"[]",Sciendo eBooks,ebook platform
S4210172904,"1300-9702","[""1300-9702"", ""2149-3243""]",Fırat Üniversitesi Sosyal Bilimler Dergisi,journal
S4306538646,"1995-4190","[""1995-4190"", ""2658-7106""]",Вестник Пермского университета Юридические науки,journal
S4210184977,"1806-5104","[""1806-5104"", ""1984-2686""]",Revista Brasileira de Pesquisa em Educação em Ciências,journal
S2764769734,"2080-0150","[""2080-0150"", ""2543-831X""]",Journal of Intercultural Management,journal
S973993200,"0073-2435","[""0073-2435"", ""0717-7194""]",Historia,journal
S4306512205,,"[]",Historia social,journal
S1009102973,"0175-274X","[""0175-274X""]",Sicherheit & Frieden,journal
S2738103560,"0209-0872","[""0209-0872"", ""2391-8497""]",Ruch Biblijny i Liturgiczny,journal
S2764703635,"0143-3768","[""0143-3768"", ""2160-2506""]",Landscape History,journal
S2739250037,"0124-0579","[""0124-0579"", ""2145-4531""]",Estudios Socio-Jurídicos,journal
S2764639374,"1341-2167","[""1341-2167"", ""1881-0764""]",Journal of JSEE,journal
S4306504235,,"[]",Biblio 3w: revista bibliográfica de geografía y ciencias sociales,journal
S4306463776,,"[]",Presses de l’Ifpo eBooks,ebook platform
S4306519658,"1309-1387","[""1309-1387""]",Mehmet Akif Ersoy Üniversitesi Sosyal Bilimler Enstitüsü Dergisi,journal
S4210218764,"2500-3291","[""2500-3291""]",Journal of Management Studies,journal
S4210200620,"2704-6478","[""2704-6478""]",Studi e saggi,book series
S4210183538,"1010-8831","[""1010-8831"", ""1782-1525""]",Revue internationale de droit économique,journal
S4210205544,"2663-5313","[""2663-5313"", ""2663-5321""]",Entrepreneurship Economy and Law,journal
S4210191394,"0561-2551","[""0561-2551""]",Sovietica,book series
S4306501361,"0002-5216","[""0002-5216"", ""1981-5794""]",Alfa,journal
S4210172837,"0438-5209","[""0438-5209""]",Handbuch der Neurochirurgie,book series
S4306463043,,"[]",Collège de France eBooks,ebook platform
S4306463956,,"[]",Steinkopff-Verlag eBooks,ebook platform
S4306504215,,"[]",Bezpieczny Bank,journal
S4210237410,"0214-3038","[""0214-3038"", ""1696-7518"", ""1988-2971""]",En la España Medieval,journal
S4210205935,"2512-529X","[""2512-529X"", ""2512-5281""]",VDI-Buch,book series
S4210200894,"2625-7122","[""2625-7122"", ""2625-7114""]",FOM-Edition,book series
S4210185624,"2199-8620","[""2199-8620"", ""2199-8639""]","Economics, law, and institutions in Asia Pacific",book series
S4210208446,"1806-8200","[""1806-8200"", ""2236-1766""]",Direito Público,journal
S4306534562,,"[]",Vorträge und Forschungen,journal
S4210216255,"1909-3063","[""1909-3063"", ""1909-7743""]",Revista de relaciones internacionales estrategia y seguridad,journal
S4306521084,,"[]",Novos Estudos Jurí­dicos,journal
S4306502477,"0518-0872","[""0518-0872"", ""2659-8973""]",Anuario de Filosofía del Derecho,journal
S4210210151,"1644-8561","[""1644-8561"", ""2451-280X""]",Verbum Vitae,journal
S4306463283,,"[]",Firenze University Press eBooks,ebook platform
S4210170007,"0213-0181","[""0213-0181"", ""1698-2444"", ""1988-3080""]",Gerión Revista de Historia Antigua,journal
S4306464083,,"[]",Universidad del Rosario eBooks,ebook platform
S4210196550,"1982-1921","[""1982-1921"", ""2527-0001""]",Revista Brasileira de Direitos Fundamentais & Justiça,journal
S4210195000,"2141-2499","[""2141-2499""]",International Journal of Psychology and Counselling,journal
S4210173027,"0025-8555","[""0025-8555"", ""2406-0690""]",Medjunarodni problemi,journal
S4306521945,"1427-7476","[""1427-7476""]",Pamięć i Sprawiedliwość,journal
S4210202607,"2587-8115","[""2587-8115"", ""2587-6899""]",Legal Concept,journal
S4306507249,"1989-4570","[""1989-4570""]",CUADERNOS DE DERECHO TRANSNACIONAL,journal
S4306463424,,"[]",innsbruck university press eBooks,ebook platform
S4210208688,"2304-0785","[""2304-0785"", ""2305-6754""]",Slovene,journal
S4306477420,,"[]",Paidos eBooks,ebook platform
S4306463799,,"[]",Presses universitaires de Strasbourg eBooks,ebook platform
S4210176013,"2084-140X","[""2084-140X"", ""2449-8378""]",Studia Ceranea Journal of the Waldemar Ceran Research Centre for the History and Culture of the Mediterranean Area and South-East Europe,journal
S4210195861,"1738-1525","[""1738-1525"", ""2671-8588""]",Journal of Social Science,journal
S4210182717,"2721-5202","[""2721-5202""]",Journal of Social Science,journal
S4306535846,,"[]",Zeszyty Naukowe / Wyższa Szkoła Oficerska Wojsk Lądowych im. gen. T. Kościuszki,journal
S4210202019,"1338-5615","[""1338-5615"", ""2453-7829""]",Ethics & bioethics,journal
S4306464105,,"[]",Universidad Internacional de Andalucía eBooks,ebook platform
S4306522305,,"[]",PERIPHERIE – Politik • Ökonomie • Kultur,journal
S2739332563,"1697-5197","[""1697-5197""]",Revista Electrónica de Estudios Internacionales,journal
S39787265,"1868-1581","[""1868-1581""]",Goettingen Journal of International Law,journal
S4210240066,"1894-4183","[""1894-4183""]",Bergen Journal of Criminal Law & Criminal Justice,journal
S4210230490,"2325-2251","[""2325-2251"", ""2325-226X""]",Statistics and Applications,journal
S4306520955,"0213-375X","[""0213-375X"", ""2695-8015""]",Norba Revista de Historia - NRH,journal
S4306522728,,"[]",Polish Yearbook of International Law,journal
S4210182398,"2072-8360","[""2072-8360"", ""2310-676X""]",Bulletin of the Moscow State Regional University (History and political science),journal
S4306519268,,"[]","Masters thesis, UCL (University College London).",repository
S4210221180,"2444-8478","[""2444-8478""]",IUS ET SCIENTIA,journal
S4210237576,"1985-8647","[""1985-8647"", ""2535-9959""]",Journal of Human Sciences,journal
S4306502525,"1138-4824","[""1138-4824"", ""1885-6764"", ""1989-5585""]",Anuario Iberoamericano de Justicia Constitucional,journal
S4306508320,"1303-6963","[""1303-6963""]",Dokuz Eylül Üniversitesi Hukuk Fakültesi Dergisi,journal
S4306502496,,"[]",Anuario de la Facultad de Derecho. Universidad de Extremadura,journal
S4306510080,,"[]",EUNOMÍA. Revista en Cultura de la Legalidad,journal
S4306463171,,"[]",Éditions du Comité des travaux historiques et scientifiques eBooks,ebook platform
S4306501618,,"[]",Amerikastudien/American Studies,journal
S4306502492,,"[]",Anuario de la competencia,journal
S4306514211,"2299-8837","[""2299-8837"", ""2299-5749""]",Internetowy Kwartalnik Antymonopolowy i Regulacyjny,journal
S4306509698,,"[]",Erzincan Binali Yıldırım Üniversitesi Hukuk Fakültesi Dergisi,journal
S4306522938,,"[]",Prace Historyczne,journal
S4306527239,,"[]",Revista Eletrônica Estudos Hegelianos,journal
S4210180353,"2786-4774","[""2786-4774"", ""2786-4782""]",Political Studies,journal
S4306516707,,"[]",Jurnal Ilmiah Administrasi Publik,journal
S4306490520,,"[]","Univerzita Pavla Jozefa Šafárika, Vydavateľstvo ŠafárikPress eBooks",ebook platform
S4306494534,"1226-2773","[""1226-2773"", ""2671-8480""]",법사학연구,journal
S4387279222,"2782-6198","[""2782-6198"", ""2782-6201""]",AlterEconomics,journal
S4387280451,"2753-7048","[""2753-7048"", ""2753-7056""]",Lecture Notes in Education Psychology and Public Media,journal
S4387281017,"2791-0210","[""2791-0210""]",Highlights in Science Engineering and Technology,journal
S4387281083,"2753-8125","[""2753-8125""]",RSC Sustainability,journal
S4387286023,"2147-768X","[""2147-768X""]",Sakarya Üniversitesi Hukuk Fakültesi Dergisi,journal
S4387288213,"2965-1549","[""2965-1549""]",Brazilian Journal of Law Technology and Innovation,journal
S4387290536,"2757-9964","[""2757-9964""]",Kırıkkale Hukuk Mecmuası,journal
S4387290990,"2738-2915","[""2738-2915""]",Scientific Proceedings of the Vanadzor State University Humanities and Social Sciences,journal
S4394736614,"0022-3417","[""0022-3417"", ""1096-9896""]",The Journal of Pathology,journal
S4210219016,"2731-3085","[""2731-3085"", ""2731-3093""]","Schriftenreihe des Instituts für Klimaschutz, Energie und Mobilität",book series
S2764871712,,"[]",Fieser and Fieser's Reagents for Organic Synthesis,journal
S4306520344,,"[]",MultiScience - XXXIII. microCAD International Multidisciplinary Scientific Conference,conference
S4377196171,,"[]",Bulletin KNOB,journal
S4306525036,,"[]",PubMed,repository
S4306400194,,"[]",arXiv (Cornell University),repository
S4306402512,,"[]",HAL (Le Centre pour la Communication Scientifique Directe),repository
S4306401280,,"[]",DOAJ (DOAJ: Directory of Open Access Journals),repository
S125754415,"0027-8424","[""0027-8424"", ""1091-6490""]",Proceedings of the National Academy of Sciences,journal
S3880285,"0036-8075","[""0036-8075"", ""1095-9203""]",Science,journal
S4306463937,,"[]",Springer eBooks,ebook platform
S2764375719,"0009-4978","[""0009-4978"", ""1523-8253"", ""1943-5975""]",Choice Reviews Online,journal
S202381698,"1932-6203","[""1932-6203""]",PLoS ONE,journal
S77047749,"0021-9606","[""0021-9606"", ""1089-7690"", ""1520-9032""]",The Journal of Chemical Physics,journal
S4306463230,,"[]",Elsevier eBooks,ebook platform
S67393510,"1433-7851","[""1433-7851"", ""1521-3773""]",Angewandte Chemie International Edition,journal
S207178839,"0148-0227","[""0148-0227"", ""2156-2202""]",Journal of Geophysical Research Atmospheres,journal
S1980519,"0004-637X","[""0004-637X"", ""1538-4357""]",The Astrophysical Journal,journal
S196734849,"2045-2322","[""2045-2322""]",Scientific Reports,journal
S4306463855,,"[]",Routledge eBooks,ebook platform
S64187185,"2041-1723","[""2041-1723""]",Nature Communications,journal
S187991544,"0021-8979","[""0021-8979"", ""1089-7550"", ""1520-8850""]",Journal of Applied Physics,journal
S13479253,"0013-936X","[""0013-936X"", ""1520-5851""]",Environmental Science & Technology,journal
S4306402567,,"[]",bioRxiv (Cold Spring Harbor Laboratory),repository
S29984966,"0022-3514","[""0022-3514"", ""1939-1315""]",Journal of Personality and Social Psychology,journal
S195663288,"0035-8711","[""0035-8711"", ""1365-8711"", ""1365-2966""]",Monthly Notices of the Royal Astronomical Society,journal
S177196338,"0024-9297","[""0024-9297"", ""1520-5835""]",Macromolecules,journal
S75741262,"0743-7463","[""0743-7463"", ""1520-5827""]",Langmuir,journal
S185621672,"1520-5207","[""1520-5207"", ""1520-6106""]",The Journal of Physical Chemistry B,journal
S133942674,"0040-4039","[""0040-4039"", ""1873-3581""]",Tetrahedron Letters,journal
S143846845,"1530-6984","[""1530-6984"", ""1530-6992""]",Nano Letters,journal
S4306463708,,"[]",Oxford University Press eBooks,ebook platform
S173952182,"0370-2693","[""0370-2693"", ""1873-2445""]",Physics Letters B,journal
S30525748,"0022-5347","[""0022-5347"", ""1527-3792""]",The Journal of Urology,journal
S98026630,"0308-8146","[""0308-8146"", ""1873-7072""]",Food Chemistry,journal
S95739953,"1932-7447","[""1932-7447"", ""1932-7455""]",The Journal of Physical Chemistry C,journal
S66104727,"0897-4756","[""0897-4756"", ""1520-5002""]",Chemistry of Materials,journal
S203465130,"0045-6535","[""0045-6535"", ""1879-1298""]",Chemosphere,journal
S23254222,"0002-8282","[""0002-8282"", ""1944-7981""]",American Economic Review,journal
S67716761,"0925-8388","[""0925-8388"", ""1873-4669""]",Journal of Alloys and Compounds,journal
S135204980,"1616-301X","[""1616-301X"", ""1616-3028""]",Advanced Functional Materials,journal
S152000018,"0022-1120","[""0022-1120"", ""1469-7645""]",Journal of Fluid Mechanics,journal
S75627607,"0033-2909","[""0033-2909"", ""1939-1455""]",Psychological Bulletin,journal
S197437610,"0002-8762","[""0002-8762"", ""1937-5239""]",The American Historical Review,journal
S68911691,"0947-6539","[""0947-6539"", ""1521-3765""]",Chemistry - A European Journal,journal
S128439998,"0950-9232","[""0950-9232"", ""1476-5594""]",Oncogene,journal
S135837084,"0022-3042","[""0022-3042"", ""1471-4159""]",Journal of Neurochemistry,journal
S68497187,"1364-0321","[""1364-0321"", ""1879-0690""]",Renewable and Sustainable Energy Reviews,journal
S2485537415,"2169-3536","[""2169-3536""]",IEEE Access,journal
S186054908,"0032-3861","[""0032-3861"", ""1873-2291""]",Polymer,journal
S4210214924,"0014-2956","[""0014-2956"", ""0945-5795"", ""1432-1033""]",European Journal of Biochemistry,journal
S80921037,"0022-2585","[""0022-2585"", ""1938-2928""]",Journal of Medical Entomology,journal
S29980478,"0950-0618","[""0950-0618"", ""1879-0526""]",Construction and Building Materials,journal
S4210200397,"0022-1724","[""0022-1724"", ""2396-8184""]",Journal of Hygiene,journal
S58631098,"0028-646X","[""0028-646X"", ""1469-8137""]",New Phytologist,journal
S103321696,"0377-2217","[""0377-2217"", ""1872-6860""]",European Journal of Operational Research,journal
S106822843,"0277-9536","[""0277-9536"", ""1873-5347""]",Social Science & Medicine,journal
S95323914,"0022-3808","[""0022-3808"", ""1537-534X""]",Journal of Political Economy,journal
S4306463091,,"[]",De Gruyter eBooks,ebook platform
S64311837,"0144-8617","[""0144-8617"", ""1879-1344""]",Carbohydrate Polymers,journal
S101949793,"1424-8220","[""1424-8220""]",Sensors,journal
S26125866,"0022-2461","[""0022-2461"", ""1573-4803""]",Journal of Materials Science,journal
S3006207977,"0962-8452","[""0962-8452"", ""1471-2954""]",Proceedings of the Royal Society B Biological Sciences,journal
S55107261,"0007-1188","[""0007-1188"", ""1476-5381""]",British Journal of Pharmacology,journal
S88226677,"0031-9422","[""0031-9422"", ""1873-3700""]",Phytochemistry,journal
S118719888,"0022-006X","[""0022-006X"", ""1939-2117""]",Journal of Consulting and Clinical Psychology,journal
S4210172715,"1464-780X","[""1464-780X"", ""1465-184X"", ""1465-1858""]",Cochrane library,journal
S108911230,"1420-3049","[""1420-3049"", ""1433-1373""]",Molecules,journal
S15239247,"1660-4601","[""1660-4601"", ""1661-7827""]",International Journal of Environmental Research and Public Health,journal
S45992627,"0013-0133","[""0013-0133"", ""1468-0297"", ""1742-0350""]",The Economic Journal,journal
S33892871,"0009-2509","[""0009-2509"", ""1873-4405""]",Chemical Engineering Science,journal
S67154222,"0029-8549","[""0029-8549"", ""1432-1939""]",Oecologia,journal
S131016564,"0378-5173","[""0378-5173"", ""1873-3476""]",International Journal of Pharmaceutics,journal
S108008259,"0022-328X","[""0022-328X"", ""1872-8561""]",Journal of Organometallic Chemistry,journal
S4306463997,,"[]",The MIT Press eBooks,ebook platform
S45720283,"0007-0963","[""0007-0963"", ""1365-2133""]",British Journal of Dermatology,journal
S104875562,"0375-9601","[""0375-9601"", ""1873-2429""]",Physics Letters A,journal
S175056054,"0301-4215","[""0301-4215"", ""1873-6777""]",Energy Policy,journal
S83853393,"0141-8130","[""0141-8130"", ""1879-0003""]",International Journal of Biological Macromolecules,journal
S4306464293,,"[]",Wiley eBooks,ebook platform
S80334769,"0033-3158","[""0033-3158"", ""1432-2072""]",Psychopharmacology,journal
S23579880,"0022-1147","[""0022-1147"", ""1750-3841""]",Journal of Food Science,journal
S37391459,"2155-5435","[""2155-5435""]",ACS Catalysis,journal
S183492911,"0277-786X","[""0277-786X"", ""1996-756X""]","Proceedings of SPIE, the International Society for Optical Engineering/Proceedings of SPIE",journal
S9692511,"1664-1078","[""1664-1078""]",Frontiers in Psychology,journal
S200437886,"1471-2458","[""1471-2458""]",BMC Public Health,journal
S2502627819,"1614-6832","[""1614-6832"", ""1614-6840""]",Advanced Energy Materials,journal
S86387881,"0023-852X","[""0023-852X"", ""1091-756X"", ""1531-4995""]",The Laryngoscope,journal
S126635229,"0012-1649","[""0012-1649"", ""1939-0599""]",Developmental Psychology,journal
S195255895,"0378-1127","[""0378-1127"", ""1872-7042""]",Forest Ecology and Management,journal
S193523036,"0032-0935","[""0032-0935"", ""1432-2048""]",Planta,journal
S130661733,"0022-3549","[""0022-3549"", ""1520-6017""]",Journal of Pharmaceutical Sciences,journal
S186935893,"0887-0624","[""0887-0624"", ""1520-5029""]",Energy & Fuels,journal
S205086949,"0002-9122","[""0002-9122"", ""1537-2197""]",American Journal of Botany,journal
S43643205,"0021-9541","[""0021-9541"", ""1097-4652""]",Journal of Cellular Physiology,journal
S13978405,"0025-729X","[""0025-729X"", ""1326-5377""]",The Medical Journal of Australia,journal
S59020844,"0022-3093","[""0022-3093"", ""1873-4812""]",Journal of Non-Crystalline Solids,journal
S96685181,"0040-5752","[""0040-5752"", ""1432-2242""]",Theoretical and Applied Genetics,journal
S84179801,"0926-860X","[""0926-860X"", ""1873-3875""]",Applied Catalysis A General,journal
S96167972,"0010-938X","[""0010-938X"", ""1879-0496""]",Corrosion Science,journal
S76633192,"0167-4544","[""0167-4544"", ""1573-0697""]",Journal of Business Ethics,journal
S40006715,"0045-7825","[""0045-7825"", ""1879-2138""]",Computer Methods in Applied Mechanics and Engineering,journal
S4210212881,"0080-4630","[""0080-4630"", ""2053-9169""]",Proceedings of the Royal Society of London A Mathematical and Physical Sciences,journal
S19032547,"1471-2105","[""1471-2105""]",BMC Bioinformatics,journal
S176347361,"0097-8507","[""0097-8507"", ""1535-0665""]",Language,journal
S117279562,"0920-5861","[""0920-5861"", ""1873-4308""]",Catalysis Today,journal
