"item_id_citing","item_id_cited","citing_pubyear","ref_seq_nr","ref_pubyear","ref_item_title","ref_source_title","ref_authors","ref_volume","scopus_ref_issue","ref_pages","ref_doi","wos_ref_article_number","scopus_ref_text","scopus_ref_fulltext","wos_citation_context","ref_pubyear_regexp"
"2-s2.0-84952933967","2-s2.0-84952934864",2015,774,1995,Anmerkung to BGH 9.6.1994,Juristenzeitung,"{""Teske, W.""}",,,"472",,,,"Teske, W. ‘Anmerkung to BGH 9.6.1994’ Juristenzeitung, (1995): 472",,
"2-s2.0-84900189901","2-s2.0-84900158550",2012,9,2003,Anmerkung,Juristenzeitung,"{""Kästner, K.-H.""}","58",,"1178-1180",,,,"Kästner, K.-H. 2003. Anmerkung. Juristenzeitung 58, 1178-80.",,
"2-s2.0-84929534032","2-s2.0-84917178132",2013,401,1965,Was ist juristischer Positivismus?,Juristenzeitung,"{""Kelsen, H.""}","20",,"465-469",,,,"Kelsen, Hans. 1965. Was ist juristischer Positivismus? Juristenzeitung 20: 465-469.",,
"2-s2.0-84955657785","2-s2.0-84955707724",2014,419,1977,Rechtsstaat-ein Widerspruch in sich?,Juristenzeitung,"{""Leisner, W.""}",,,"537",,,,"Leisner, Walter, 'Rechtsstaat-ein Widerspruch in sich?', Juristenzeitung 537 (1977).",,
"2-s2.0-85014217416","2-s2.0-85014214778",2016,14,2007,,Rezension,"{""Schonberger, C.""}",,,"628",,,Juristenzeitung,"Christoph Schonberger, Rezension, Juristenzeitung 2007, 628.",,
"2-s2.0-84956507769","2-s2.0-84956489331",2016,15,2006,,Juristenzeitung (JZ),"{""Huster, H.""}",,,"466",,,,"H. Huster, Juristenzeitung (JZ) 2006, p. 466.",,
"2-s2.0-84989355127","2-s2.0-84989359006",2016,86,1994,Grundfragen der strafrechtlichen Produkthaftung,Juristenzeitung,"{""Kuhlen, L.""}","49",,"1142",,,,"Lothar Kuhlen, Grundfragen der strafrechtlichen Produkthaftung, 49 JURISTENZEITUNG 1142 (1994);",,
"2-s2.0-85042650223","2-s2.0-85043379308",2018,85,2015,Ethos der Steuergerechtigkeit,Juristenzeitung,"{""Kirchhof, P.""}","70",,"105-113",,,,"Kirchhof, Paul. 2015. Ethos der Steuergerechtigkeit. Juristenzeitung 70:105–113.",,
"2-s2.0-84955119101","2-s2.0-84866796852",2012,37,1998,Kritische bemerkungen zur lage des deutschen staatsrechts aus rechtsvergleichender sicht,JuristenZeitung,"{""Frowein, J.A.""}","53",,"806-811",,,,"JA Frowein, ""Kritische Bemerkungen zur Lage des deutschen Staatsrechts aus rechtsvergleichender Sicht"", (1998) 53 JuristenZeitung, pp 806-811.",,
"2-s2.0-84993102816","2-s2.0-85177489984",2002,13,1999,,Das Schicksal der Sitztheorie nach dem Centros-Urteil des EuGH,{Ebke},"13",,"656",,,Juristenzeitung,"Ebke, Das Schicksal der Sitztheorie nach dem Centros-Urteil des EuGH, Juristenzeitung, 1999, Volume 13, P. 656",,
"2-s2.0-84991666615","2-s2.0-51849168994",2014,13,,,Juristenzeitung,"{""Stolleis Michael, B.Von""}",,,,,,,"Buchbesprechung von Michael Stolleis, Juristenzeitung 1984, S. 1096-1097.",,
"2-s2.0-85020740588","2-s2.0-85020699897",2017,370,1964,Anmerkung,Juristenzeitung,"{""Stree, W.""}","64",,"588-590",,,,"Stree, W. (1964) 'Anmerkung'. Juristenzeitung 64: 588-590.",,
"2-s2.0-85071750752","2-s2.0-85074201580",2019,25,2018,Auf dem Weg zu einem europäischen Handelsgericht?,Juristenzeitung,"{""Rühl, G.""}","73",,"1073-1082",,,,Rühl G (2018) Auf dem Weg zu einem europäischen Handelsgericht? Juristenzeitung 73:1073–1082,,
"2-s2.0-85026129411","2-s2.0-85026004837",2002,17,1947,Süddeutsche Juristenzeitung,,,,,"61-64",,,,"Süddeutsche Juristenzeitung 1947, S. 61-64",,
"2-s2.0-85063235119","2-s2.0-85191132356",2007,12,2004,Steine aus dem Glashaus,Juristenzeitung,"{""Tettinger, P.""}","1144",,"1146",,,,"P Tettinger, ‘Steine aus dem Glashaus’ (2004) Juristenzeitung 1144, 1146",,
"2-s2.0-85075648327","2-s2.0-85075664911",2017,70,1984,Das scheitern von vertragsverhandlungen ohne triftigen grund,Juristenzeitung,"{""Grunewald, B.""}",,,"710",,,,"Grunewald, B. (1984) 'Das scheitern von vertragsverhandlungen ohne triftigen grund', Juristenzeitung 710",,
"2-s2.0-85059884855","2-s2.0-85065352168",1996,27,1992,Softwarepiraterie—eine Straftat?,Juristenzeitung (JZ),"{""Meier, B.-D.""}",,,"657-665",,,,"Meier, B.-D., 1992. Softwarepiraterie—eine Straftat?. Juristenzeitung (JZ),: 657–665.",,
"2-s2.0-85078063120","2-s2.0-24144501894",2016,7,1985,Hauptpositionen zum Richterrecht,Juristenzeitung,"{""Bydlinski, F.""}","40",,"149",,,,"Bydlinski, F. 'Hauptpositionen zum Richterrecht', Juristenzeitung, 40, p.149 (1985).",,
"2-s2.0-85085460423","2-s2.0-85030256268",2019,94,2016,Rechtsfähige Roboter?,JuristenZeitung,"{""Schirmer, J.""}",,,"660-666",,,,Schirmer J (2016) Rechtsfähige Roboter? JuristenZeitung:660-666,,
"2-s2.0-85065835777","2-s2.0-85177482217",2003,37,1997,,Juristenzeitung,,,,"609",,,Reich,"Reich, Juristenzeitung 1997, 609.",,
"2-s2.0-85085448849","2-s2.0-85030256268",2019,34,2016,Rechtsfähige Roboter?,JuristenZeitung,"{""Schirmer, J.-E.""}","13",,"660-666",,,,Schirmer J-E (2016) Rechtsfähige Roboter? JuristenZeitung 13:660-666,,
"2-s2.0-85062010073","2-s2.0-84926977552",2017,13,1990,Schutz durch Eingriff,Juristenzeitung,"{""Wahl, R."",""Masing, J.""}","45",,"12-553",,,,"R. Wahl & J. Masing, Schutz durch Eingriff, 45 Juristenzeitung (1990) 12, 553",,
"2-s2.0-85132646820","2-s2.0-84900541904",2007,158,2006,Der Normativismus Hans Kelsens’,Juristenzeitung,"{""Paulson, S.L.""}","11",,"529",,,,"PAULSON, S L, ‘Der Normativismus Hans Kelsens’ (2006) 11 Juristenzeitung 529",,
"2-s2.0-85119183983","2-s2.0-85119202384",2021,40,1959,Das deutsche Wirtschaftsstrafrecht [German white-collar crime law,Juristenzeitung,"{""Jescheck, H. H.""}","15","16","457-463",,,,"Jescheck, H. H. (1959). Das deutsche Wirtschaftsstrafrecht [German white-collar crime law]. Juristenzeitung, 15/16, 457-463.",,
"2-s2.0-85119183983","2-s2.0-85119193116",2021,96,1949,Das Gesetz zur Vereinfachung des Wirtschaftsstrafrechts [The Act to simplify commercial criminal law,Süddeutsche Juristenzeitung,"{""Schmidt, E.""}",,,,,,(Oktober)]. Retrieved from,"Schmidt, E. (Oktober, 1949). Das Gesetz zur Vereinfachung des Wirtschaftsstrafrechts [The Act to simplify commercial criminal law]. Süddeutsche Juristenzeitung. Retrieved from https://www.jstor.org/stable/20801328",,
"2-s2.0-85132242425","2-s2.0-77957726294",2021,37,1934,Der Führer schützt das Recht,Deutsche Juristenzeitung,"{""Schmitt, Carl""}","945",,"947",,,,"Carl Schmitt, Der Führer schützt das Recht, Deutsche Juristenzeitung 945, 947 (1934).",,
"2-s2.0-85124547931","2-s2.0-85132018711",2021,86,1956,,"Internationales Privatrecht Und öffentliches Recht, Juristenzeitung","{""Weisbart, J.""}","6",,"769-776",,,,"J. WEISBART, Internationales Privatrecht und öffentliches Recht, Juristenzeitung 6/1956, 769-776;",,
"2-s2.0-85113583858","2-s2.0-85178130576",2016,235,1953,,,"{""Dürig, G.""}",,,"157-190",,,"For an early discussion, JURISTENZEITUNG 199 GÜNTER DÜRIG, 109 ZEITSCHRIFT FÜR DIE GESAMTE STAATSWISSENSCHAFT 341 (1953). Primarily, GÜNTER DÜRIG, FESTSCHRIFT FÜR NAWIASKY 1956","<sup>166</sup> For an early discussion, see GÜNTER DÜRIG, JURISTENZEITUNG 199 (1953); GÜNTER DÜRIG, 109 ZEITSCHRIFT FÜR DIE GESAMTE STAATSWISSENSCHAFT 341 (1953). Primarily, see GÜNTER DÜRIG, FESTSCHRIFT FÜR NAWIASKY 157–90 (1956).",,
"2-s2.0-85113583858","2-s2.0-85178150414",2016,266,1955,,JURISTENZEITUNG,"{""Herrmann, H.""}",,,"184",,,,"<sup>198</sup> HANS HERRMANN, JURISTENZEITUNG 184 (1955).",,
"2-s2.0-85125786656","2-s2.0-79957163472",2021,8,2003,,Menschenwürde Als Normatives Prinzip. Die Grundrechte in Der Bioethischen Debatte. Juristenzeitung,"{""Böckenförde, E.-W.""}",,,"809-815",,,,Böckenförde E-W (2003) Menschenwürde als normatives Prinzip. Die Grundrechte in der bioethischen Debatte. JuristenZeitung:809–815,,
"2-s2.0-85112799063","2-s2.0-37949002863",2005,25,2002,Kohärenz und Konvergenz beim europäischen Individualrechtsschutz,NEUE JURISTISCHE WOCHENSCHRIFT,"{""Calliess, C.""}","55",,"3577",,,"3582","For that, see Christian Calliess, Kohärenz und Konvergenz beim europäischen Individualrechtsschutz, 55 NEUE JURISTISCHE WOCHENSCHRIFT 3577, 3582 (2002); Martin Nettesheim, Effektive Rechtsschutzgewährleistung im arbeitsteiligen System europäischen Rechtsschutzes, 57 JURISTENZEITUNG 928, 934 (2002).",,
"2-s2.0-85104338523","2-s2.0-85023665939",2019,180,2003,Familienwahlrecht und Grundgesetz,JuristenZeitung,"{""Schroeder, W.""}",,,"917-922",,,,"Schroeder, W., ‘Familienwahlrecht und Grundgesetz’ (2003) JuristenZeitung 917–22.",,
"2-s2.0-0036851646","2-s2.0-0011638801",2002,23,1996,Über die definitionsmacht medizinischer praxis und die aufgabe der verfassungsrechtslehre,Juristenzeitung,"{""Höfling, W.""}","50",,"615-618",,,,Höfling W. Über die Definitionsmacht medizinischer praxis und die aufgabe der verfassungsrechtslehre. Juristenzeitung 1996; 50: 615-618,,
"2-s2.0-85167880727","2-s2.0-84880221108",2020,120,,,Neue Juristische Wochenschrift,,,,"3745-3751",,,"BGH, Urteil 12. 7. 2018 III ZR 183/17 (KG). Juristenzeitung. 2019, Jhrg. 74, Hf. 5, s. 255 bod 17 s dalšími odkazy, 21 an.; HERZOG, S. Der digitale Nachlass ein bisher kaum gesehenes und häufig missverstandenes Problem. 2013, Hf. 52, s","BGH, Urteil v. 12. 7. 2018 - III ZR 183/17 (KG). Juristenzeitung. 2019, Jhrg. 74, Hf. 5, s. 255 bod 17 s dalšími odkazy, 21 an.; HERZOG, S. Der digitale Nachlass - ein bisher kaum gesehenes und häufig missverstandenes Problem. Neue Juristische Wochenschrift. 2013, Hf. 52, s. 3745-3751.",,
"2-s2.0-85167880727","2-s2.0-85167880244",2020,139,2018,,Anmerkung. Juristenzeitung,"{""SCHACK, H.""}","73",,,,,"Jhrg. Hf. 1, s. 45, a zásadně SCHACK, H. UFITA. 1988, Jhrg. 108, s. 51, 54 an., 72","SCHACK, H. Anmerkung. Juristenzeitung. 2018, Jhrg. 73, Hf. 1, s. 45, a zásadně v SCHACK, H. UFITA. 1988, Jhrg. 108, s. 51, 54 an., 72.",,
"2-s2.0-85138116661","2-s2.0-84871967971",2022,200,,Ein Sprachenrecht für die Europäische Union,Juristenzeitung,"{""Luttermann, C."",""Lutterman, K.""}","20",,"1002-1010",,,,"Luttermann, Claus and Karin Lutterman, ""Ein Sprachenrecht für die Europäische Union, "" Juristenzeitung, Vol. 20, 1002-10.",,
"2-s2.0-85134499331","2-s2.0-8844270281",2022,24,2002,Demokratischer Rechtsstaat oder oligarchischer Richterstaat?,JuristenZeitung,"{""Rüthers, Bernd""}","57","8","368",,,N,"Bernd Rüthers, Demokratischer Rechtsstaat oder oligarchischer Richterstaat?, in: JuristenZeitung 57 N. 8, (2002), 368.",,
"2-s2.0-85136680598","2-s2.0-79957347832",2020,112,2007,Von der rechtsgeschichte zur soziologie. Max webers auseinandersetzung mit der historischen rechtsschule,Juristenzeitung,"{""Dilcher, Gerhard""}","62",,"105-112",,,,"Dilcher, Gerhard, ‘Von der Rechtsgeschichte zur Soziologie. Max Webers Auseinandersetzung mit der Historischen Rechtsschule, in: JuristenZeitung 62 (2007), 105-12.",,
"2-s2.0-85143411217","2-s2.0-85137193110",2017,16,2011,Die Werte des Stare Decisis,JuristenZeitung,"{""Martens, S.A.E.""}",,,"348-356",,,,"Martens, S.A.E., ‘Die Werte des Stare Decisis’, JuristenZeitung, 2011, pp. 348–356.",,
"2-s2.0-85161924344","2-s2.0-85047834690",2022,29,2016,Demokratizität des Strafrechts und Ultima Ratio-Grundsatz,Juristenzeitung,"{""Gärditz, K.F.""}","71","13","641-650",,,,"Gärditz, K. F. (2016). Demokratizität des Strafrechts und Ultima Ratio-Grundsatz. Juristenzeitung, 71(13), 641–650.",,
"2-s2.0-85167608834","2-s2.0-85167574591",2014,38,,,,,,,,,,"Purnhagen, K, ‘Anmerkung’ (2012) Juristenzeitung 742.","Purnhagen, K, ‘Anmerkung’ (2012) Juristenzeitung 742.",,
"2-s2.0-85172349858","2-s2.0-84955631709",2022,15,2004,Grundrechte als Werteordnung,Juristenzeitung,"{""Di Fabio, U.""}","59","1","1-8",,,,"Di Fabio, U. (2004). Grundrechte als Werteordnung. Juristenzeitung, 59(1) 1-8.",,
"2-s2.0-85180830602","2-s2.0-85180863255",2023,9,1932,Die Stellung der Geschäftsregierung in den deutschen Ländern,Deutsche Juristenzeitung,"{""Huber, Ernst""}",,,"37",,,,"Ernst Huber, “Die Stellung der Geschäftsregierung in den deutschen Ländern,” Deutsche Juristenzeitung 37 (1932)",,
"2-s2.0-85162006474","2-s2.0-85070863357",2023,20,2018,Quantitative Rechtswissenschaft,Juristenzeitung,"{""Coupette, Corinna"",""Fleckner, Andreas Martin""}","73",,"379",,,,"Corinna Coupette and Andreas Martin Fleckner, ‘Quantitative Rechtswissenschaft’ (2018) 73 Juristenzeitung 379.",,
"2-s2.0-85149583170","2-s2.0-85149569093",2021,214,2014,"Anmerkung zum Urteil des EuGH v. 22.1.2014, Rs. C-270/12 (ESMA)",Juristenzeitung,"{""Ohler, C.""}",,,"249-252",,,,"Ohler C (2014) Anmerkung zum Urteil des EuGH v. 22.1.2014, Rs. C-270/12 (ESMA). Juristenzeitung, pp 249–252",,
"2-s2.0-85175670085","2-s2.0-84859087526",2023,3,2004,Europa als Wertegemeinschaft-Integration und Identität durch europäisches Verfassungsrecht?,"""JuristenZeitung""","{""Callies, C.""}","21",,,,,,"Callies, Ch., Europa als Wertegemeinschaft-Integration und Identität durch europäisches Verfassungsrecht?, ""JuristenZeitung"" 2004, no. 21.",,
"2-s2.0-85178214687","2-s2.0-84881898712",2009,54,2009,"Recht and er Universitiit: ""wissenschaftlichkeit"" der Juristenausbildung in Nordamerika",JURISTENZEITUNG,"{""Dedek, H.""}","64",,"540",,,"541","see also Helge Dedek, Recht anderUniversitiit: ""Wissenschaftlichkeit"" der Juristenausbildung in Nordamerika, 64 JURISTENZEITUNG, 540, 541 (2009).",,
"2-s2.0-85171502442","2-s2.0-85191501326",2021,34,2008,Ein ewiger Mythos: Gustav Radbruch als Rechtspositivist,Juristenzeitung,"{""Paulson, S.L.""}","63",,"105-115",,,,"Paulson, S. L. 2008. ‘Ein ewiger Mythos: Gustav Radbruch als Rechtspositivist’. Juristenzeitung 63: 105-15.",,
"2-s2.0-85178130532","2-s2.0-85027794644",2023,82,2008,Max Weber und die Rationalität des Rechts,Juristenzeitung,"{""Raiser, T.""}","63",,"853-859","10.1628/002268808785849654",,,Raiser T (2008) Max Weber und die Rationalität des Rechts. JuristenZeitung 63:853-859. https://doi.org/10.1628/002268808785849654,,
"2-s2.0-85180551775","2-s2.0-85107784916",2023,45,2018,Brauchen wir ein neues Strafzumessungsrecht?,JuristenZeitung,"{""Verrel, T.""}","73","811","813",,,,"Verrel T., Brauchen wir ein neues Strafzumessungsrecht?, JuristenZeitung, 73, 811, 2018, p. 813.",,
"2-s2.0-85193312640","2-s2.0-85193366838",2024,157,1966,Die Rechtsprechung des Bundesverwaltungsgerichts,JuristenZeitung,"{""Bachof, O""}","21",,"633",,,,O Bachof 'Die Rechtsprechung des Bundesverwaltungsgerichts' (1966) 21 JuristenZeitung 633;,,
"2-s2.0-85186202775","2-s2.0-37949007479",2023,1,2002,Das Völkerstrafgesetzbuch,Juristenzeitung,"{""Werle, G."",""Jeßberger, F.""}","57",,"725-734",,,For an overview,"For an overview see G. Werle and F. Jeßberger, ‘Das Völkerstrafgesetzbuch’, 57 Juristenzeitung (2002) 725–734.",,
"2-s2.0-33845958867","2-s2.0-33845964057",2006,48,2005,Strafrecht ohne Willensfreiheit? Eine Antwort auf die Hirnforschung,Juristenzeitung,"{""Hillenkamp, T.""}","60",,"313-320",,,,"Hillenkamp, T. (2005): Strafrecht ohne Willensfreiheit? Eine Antwort auf die Hirnforschung. Juristenzeitung 60, 313-320",,
"2-s2.0-0032371696","2-s2.0-85196175264",1998,130,1995,Non-binding Agreements between States under International and Constitutional Law,Juristenzeitung,"{""Wengler, W.""}",,,"21",,,,"Wilhelm Wengler, ""Nichtrechtliche"" Staatenverträge in der Sicht des Völkerrechts und des Verfassungsrechts [Non-binding Agreements between States under International and Constitutional Law], Juristenzeitung 21, 24 (1995).",,
"2-s2.0-0034121794","2-s2.0-0343629529",2000,15938620,1988,Natur und Naturschutz im Spiegel des Verfassungsrechts,Juristenzeitung,"{""Hofmann, H.""}","43",,"265-278",,,,Hofmann H. Natur und Naturschutz im Spiegel des Verfassungsrechts. Juristenzeitung. 43:1988;265-278.,,
"2-s2.0-0036851646","2-s2.0-0011637649",2002,10,1995,Um leben und tod: Transplantationsgesetzgebung und grundrecht auf leben,Juristenzeitung,"{""Höfling, W.""}","50",,"26-33",,,,Höfling W. Um leben und tod: Transplantationsgesetzgebung und grundrecht auf leben. Juristenzeitung 1995; 50: 26-33,,
"2-s2.0-17444427052","2-s2.0-4544347999",2005,125787935,2003,Vormundschaftsgerichtliche sterbeherrschaft?,Juristenzeitung (JZ),"{""Höfling, W."",""Rixen, S.""}","58",,"894",,,,"Höfling W, Rixen S. Vormundschaftsgerichtliche Sterbeherrschaft? Juristenzeitung (JZ) 2003; 58: 894",,
"2-s2.0-0142230888","2-s2.0-24244448040",2003,1,1976,,Gleicher Zugang zum Recht für Alle,"{""Baumgärtel, G.""}",,,,,,,"For the German discussion, see G. Baumgärtel, Gleicher Zugang zum Recht für alle (1976); K. Lindemann and P. Trenk-Hinterberger, Beratungshilfegesetz - Gesetz über Rechtsberatung und Vertretung für Bürger mit geringem Einkommen (1987) 8; E. Fechner, 'Kostenrisiko und Rechtswegsperre - steht der Rechtsweg offen?' (1969) Juristenzeitung 349.",,
"2-s2.0-0142230888","2-s2.0-0142253849",2003,2,1987,,Beratungshilfegesetz - Gesetz über Rechtsberatung und Vertretung für Bürger mit Geringem Einkommen,"{""Lindemann, K."",""Trenk-Hinterberger, P.""}",,,"8",,,,"For the German discussion, see G. Baumgärtel, Gleicher Zugang zum Recht für alle (1976); K. Lindemann and P. Trenk-Hinterberger, Beratungshilfegesetz - Gesetz über Rechtsberatung und Vertretung für Bürger mit geringem Einkommen (1987) 8; E. Fechner, 'Kostenrisiko und Rechtswegsperre - steht der Rechtsweg offen?' (1969) Juristenzeitung 349.",,
"2-s2.0-0142230888","2-s2.0-0142191628",2003,3,1969,Kostenrisiko und Rechtswegsperre - Steht der Rechtsweg offen?,Juristenzeitung,"{""Fechner, E.""}",,,"349",,,,"For the German discussion, see G. Baumgärtel, Gleicher Zugang zum Recht für alle (1976); K. Lindemann and P. Trenk-Hinterberger, Beratungshilfegesetz - Gesetz über Rechtsberatung und Vertretung für Bürger mit geringem Einkommen (1987) 8; E. Fechner, 'Kostenrisiko und Rechtswegsperre - steht der Rechtsweg offen?' (1969) Juristenzeitung 349.",,
"2-s2.0-0346347837","2-s2.0-0346803694",1999,24,1998,Die Verbesserung des Schutzes der Gesellschaft vor gefährlichen Sexualstraftätern,Juristenzeitung,"{""Schneider, J.""}","53",,"436ff",,,,"Joachim Schneider, Die Verbesserung des Schutzes der Gesellschaft vor gefährlichen Sexualstraftätern, Juristenzeitung 53 (1998), 436 ff.",,
"2-s2.0-0346803765","2-s2.0-52649174757",2001,24,1999,Centros und das Recht auf die günstigste Rechtsordnung,Juristenzeitung,{Steindorff},,,"1140",,,,"Steindorff, ""Centros und das Recht auf die günstigste Rechtsordnung,"" Juristenzeitung (1999) 1140",,
"2-s2.0-0346803765","2-s2.0-84938364968",2001,61,,,,,,,,,,note,"with a statement of the policy reasons underlying the siege reel theory which will be reproduced below, Bayerisches Oberstes Landesgericht, 1 May 1992, Juristenzeitung (1993) 372 = Recht der International Wirtschaft (1992) 675 = Wertpapier-Mitteilungen (1992) 1371 = Zeitschrift fitr Insolvenz- und Wirtschaftsrecht (1992) 842 = Common Market Law Reports (1993) 801 (English translation). The real seat theory has been multilateralised allseitige Kollisionsnorm: see, e.g., Oberlandesgericht Frankfurt- am-Main, 24 April 1990, Praxis des internationalen Privat- und Verfahrensrechts (1991) 403, annotated by Großfeld and Konig, 379 = Der Betrieb (1990) 1224, annotated by Ebenroth",,
"2-s2.0-21244506126","2-s2.0-0345818702",2005,32,1990,Über Organisiertes Verbrechen,Juristenzeitung,"{""Eisenberg, U."",""Ohder, C.""}","45","12","574-579",,,,"Eisenberg, U. and C. Ohder, ""Über Organisiertes Verbrechen"", Juristenzeitung, 1990 (45:12), 574-579.",,
"2-s2.0-23044518889","2-s2.0-84881678262",2000,28,1946,Gesetzliches Unrecht und übergesetzliches Recht,"Gustav Radbruch Gesamtausgabe, Herausgegeben von Arthur Kaufmann","{""Radbruch, G.""}","3",,"83-93",,,bearbeitet von Winfried Hassemer. Heidelberg: C.F. Müller zuerst veröffentlicht in: Süddeutsche Juristenzeitung 1946,"Radbruch, Gustav, 1946: Gesetzliches Unrecht und übergesetzliches Recht. S. 83-93 in: Gustav Radbruch Gesamtausgabe, herausgegeben von Arthur Kaufmann, Band 3, bearbeitet von Winfried Hassemer. Heidelberg: C.F. Müller 1990 (zuerst veröffentlicht in: Süddeutsche Juristenzeitung 1946).",,
