"citing_keyword","item_cnt"
{NATO},1
"{""Natural law"",""Socio-Legal Studies""}",1
"{""Nazi Propaganda"",sed}",1
"{""Nazi Propaganda"",Stasi}",1
"{""Neighborhood Effects""}",1
"{Neo-liberalism,""Political Economy"",""Political Power"",""Social Policy""}",1
{Neovascularization},1
"{""Normalization (sociology)"",""Norm Conflicts"",""Window of opportunity""}",1
"{""normative power"",""Schema (genetic algorithms)""}",1
"{""Norm Conflicts"",Norms}",1
"{""Norm Conflicts"",""Norms of Protection"",""Responsibility to protect"",""Robustness (evolution)""}",1
"{""Norm Conflicts"",Silence}",1
"{""Norm Conflicts"",""Value (mathematics)""}",1
"{Norms,Pragmatism,""Reification (Marxism)"",""Relational theory""}",1
"{""Norms of Protection"",""Political rhetoric"",""Responsibility to Protect"",""State Responsibility""}",1
"{""Norms of Protection"",Reflexivity,""Resilience Governance"",""Responsibility to Protect""}",1
"{""Norms of Protection"",""Robustness (evolution)""}",1
"{Obligation,""Principle of legality"",""Transnational Legal Pluralism""}",1
"{Obligation,""Reification (Marxism)"",""Social contract"",""Social Reproduction""}",1
"{Obligation,""Religious freedom"",""Testamentary trust""}",1
"{""Olefin Metathesis"",""Pauson–Khand reaction"",Phosphonate}",1
"{""Olfactory Neuroblastoma""}",1
"{Ondansetron,Regimen,""Research Integrity""}",1
"{""Online Gaming""}",1
"{""Open Access Publishing"",""Open Science"",""Research Evaluation""}",1
"{""Open science"",Prestige,""Scientific Impact""}",1
"{""Opposition (politics)""}",1
"{""Opposition (politics)"",""Prejudice Reduction"",""Situational ethics"",""Situation analysis"",""Societal Attitudes""}",1
"{""Opposition (politics)"",""Right-Wing Extremism""}",1
"{""Opposition (politics)"",""Testamentary trust""}",1
"{""Organizational Change""}",1
"{""Organizational Identity""}",1
"{""Organizational Innovation""}",1
"{""Outcome Measurement""}",1
"{""Outpatient clinic"",Self-Esteem,""Sex organ"",Urogynecology}",1
"{""Parent-Infant Relationship""}",1
"{""Party Polarization"",Suspect}",1
"{""Pathological Gambling""}",1
"{""Personalization Paradox"",""Profiling (computer programming)""}",1
{Pharmacology},1
"{""Philosophical Anthropology"",Philosophy}",1
"{""Philosophy of Engineering""}",1
"{""Philosophy of Law""}",1
"{""Philosophy of Science"",Privacy}",1
"{""Physician Behavior""}",1
"{""Physician Liability""}",1
"{Picnic,""Solar Observations""}",1
"{""Plea Bargaining"",""Policy Appraisal""}",1
"{""Plea Bargaining"",""Settlement (finance)""}",1
"{Plural,""Policy Formation"",""Representation (politics)""}",1
{Plurality},1
{Poetik},1
"{""Policy Appraisal"",""Regulatory Capitalism"",""Regulatory Governance"",""Regulatory Influence""}",1
"{""Political Conflict"",""Religious Power"",""Roman Empire"",""Roman Religion"",Rome}",1
"{""Political Philosophy""}",1
"{""Political Polarization""}",1
"{Polyhedron,Timetabling}",1
{Populism},1
"{""Position (finance)"",""Welfare State""}",1
{post-apartheid},1
"{Post-Colonialism,""Post-Growth Economy""}",1
"{""Postcolonialism (international relations)"",""Qualitative Inhaltsanalyse"",""Relevance (law)""}",1
"{""Practice theory"",""Resilience Governance"",""Social practice""}",1
"{Praxis,""Transnational Legal Pluralism""}",1
"{""Precautionary Principle"",""Scientific evidence"",Uncertainty}",1
"{""Priming (agriculture)"",""Response priming"",""Social Cognition""}",1
"{""Principle of legality"",""State Responsibility""}",1
"{""Privacy Concerns""}",1
"{""Privacy Regulations""}",1
"{""Private security"",""Social Policy""}",1
"{""Professional Responsibility""}",1
{Proto-Indo-European},1
"{""Proximity and Innovation""}",1
"{""Psychiatric Admission""}",1
"{""Psychiatric Evaluation"",""Psychiatric Treatment"",""Seclusion and Restraint""}",1
"{""Psychic Phenomena""}",1
"{""Psychological Well-Being"",""Social Cognition""}",1
"{""Public management""}",1
"{""Public Opinion""}",1
"{""Qualitative Inhaltsanalyse""}",1
"{""Racial equality"",""Rights-Based Approach""}",1
{Radicalization},1
"{""Random assignment"",Recidivism,""Recidivism Factors"",""Restorative justice"",""Treatment Effectiveness"",""Violent Recidivism""}",1
"{""Realized Volatility""}",1
"{Recidivism,""Recidivism Factors"",""Treatment Effectiveness""}",1
"{""Recidivism Factors""}",1
{Redistribution},1
"{""Refugee crisis"",Refugees}",1
{Refugees},1
"{Refugees,Torture}",1
"{""Regional Organizations"",""United Nations""}",1
"{""Regulatory Challenges"",Revocation}",1
"{""Relevance (law)"",""Space Diplomacy"",""Sustainability of Outer Space Activities""}",1
{Religion},1
"{""Religious freedom""}",1
"{""Religious Orientation""}",1
"{""Religious Power""}",1
"{""Religious Tourism"",""Spiritual Tourism"",Tourism,""Tourist Motivations"",""Travel Writing""}",1
"{""Renewable Resources""}",1
"{""Reproductive Medicine""}",1
"{""Reservation of rights"",Scrutiny,""Transnational Corporations""}",1
{Restitution},1
{Resuscitation},1
"{Retrenchment,""Welfare State""}",1
{Rhetoric},1
"{""Rights-Based Approach"",""Social rights""}",1
"{""Risk Factors""}",1
"{""Risk Governance""}",1
"{""Rule of Law""}",1
"{Rwanda,""Transitional justice""}",1
"{""Safer sex"",""Sex trafficking"",""Sex Work"",""Sex workers""}",1
"{""Sanction Effectiveness""}",1
"{""Scope (computer science)"",""Social Boundaries""}",1
"{Scotland,Scots,""Scots law"",Smoothing}",1
"{""Section (typography)"",""Social Exclusion"",""Special section""}",1
"{Securitization,""Small Business Lending""}",1
{Security},1
"{""Security dilemma"",""Space Diplomacy""}",1
{Self-Efficacy},1
"{""Semitic Languages""}",1
"{""Separation of Powers""}",1
"{""Sex Work""}",1
"{""Sharing Economy"",Unpacking}",1
{Sight},1
"{Silence,""Space Diplomacy""}",1
"{Skepticism,""Transnational Legal Pluralism""}",1
{Social},1
"{""Social Construction""}",1
"{""Social Determinants""}",1
"{""Social Embeddedness""}",1
"{""Social Innovation""}",1
"{""Social Perception""}",1
"{""Social reality""}",1
"{""Social Sciences""}",1
"{""Social Structure"",""Stereotype (UML)""}",1
"{""Social theory"",Sociology}",1
"{""Social Theory""}",1
"{""Sociological History""}",1
"{""Sociological Imagination""}",1
{Sociology},1
"{Sociology,""Soziale Herkunft"",""Soziale Praktiken""}",1
"{""Soft Systems Methodology""}",1
{Solidarity},1
"{""South-South Relations""}",1
"{""Sovereign Debt Crises"",""Subprime crisis""}",1
"{""Sovereign Debt Crisis""}",1
"{Sovereignty,""State of Exception""}",1
"{""Soziale Praktiken""}",1
"{""Space Diplomacy"",Trilemma}",1
"{""Space Technology Transfer""}",1
"{""Special court"",Surrender,""United front""}",1
"{Spell,""Temporary Employment""}",1
"{""Stakeholder Engagement""}",1
{Stalking},1
"{""State Capitalism""}",1
"{""Statement (logic)"",""Trial registration""}",1
"{""State Responsibility""}",1
"{""State Sovereignty""}",1
"{""Status Epilepticus""}",1
"{""Structural Response""}",1
{Subjectivity},1
"{""Succession Regulation"",""Testamentary trust""}",1
"{""Systemic Risk""}",1
{Taxation},1
"{Technocracy,""Trade Liberalization"",""Trade Policy""}",1
"{""Technological Revolutions""}",1
"{""Terrorism Legislation""}",1
"{""Testamentary Freedom"",""Testamentary trust""}",1
{Ticket},1
"{Tracing,""Transnational Corporations""}",1
"{""Trade Contracts""}",1
{Trafficking},1
{Transdisciplinarity},1
"{""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Transnational Law""}",1
"{""Transnational Legal Pluralism"",""Universal jurisdiction""}",1
"{""Unfair Trading Practices""}",1
{Victimization},1
{Vietnam},1
"{""Virtual Worlds""}",1
"{""Virulence Factors""}",1
{Visigothic},1
"{""Visual Culture""}",1
"{""Weapon-Target Assignment""}",1
{Witch},1
"{""Worker Exploitation""}",1
"{""Worker Participation"",""Workplace Governance""}",1
"{""World War II""}",1
"{""Middle English"",Reformation}",1
"{""2019-20 coronavirus outbreak"",Coronavirus,""Human Rights"",Pandemic}",1
"{""2019-20 coronavirus outbreak"",Pandemic,Timeline}",1
"{Abnormality,Epilepsy}",1
"{Abortion,""Long-Acting Reversible Contraception""}",1
"{""Academic community"",""European community"",""European Integration"",""George (robot)"",Governance,""Institutional change""}",1
"{""Academic Mobility"",""Business School Accreditation"",""Higher Education"",""Organizational behavior"",""University Rankings""}",1
"{""Access and Benefit Sharing"",""Content (measure theory)"",""Environmental Law"",""International Environmental Law""}",1
"{Accession,""Collective action"",""Collective Bargaining"",""Free movement"",""Principle of legality"",""Single market""}",1
"{Accession,Cornerstone,""European Integration"",Resizing}",1
"{Accession,ECHR,""EU Integration""}",1
"{Accession,""European Integration"",""Political communication"",""Political Dynamics"",Resizing}",1
"{Accession,""European Integration"",Resizing}",1
"{""Access to information"",Arbitration,""Content (measure theory)""}",1
"{""Access to Justice"",""Lawyer Wellbeing"",""Legal Education"",Professionalism,""Right to counsel"",""Welfare Rights Advice""}",1
"{""Accident (philosophy)"",""Ambiguity aversion"",""Knightian uncertainty"",Liability,Pessimism}",1
"{""Accident (philosophy)"",""Maritime Law""}",1
"{Accountability,Corporate,""Legal Responsibility"",Liability,""Transnational Corporations""}",1
"{Accountability,""Due diligence"",""Fair and Equitable Treatment"",""Legal Responsibility"",Liability,""OECD Guidelines""}",1
"{Accountability,""Legal Responsibility"",Liability,""Transnational Corporations""}",1
"{""Accounting Change"",""Inter-organizational Relationships"",""Management Control Systems"",""Research Directions"",""Strategic Management""}",1
"{""Accounting Quality""}",1
"{""Accounting Quality"",Apportionment,""Financial Reporting""}",1
"{""Achievement Motivation"",""Affect (linguistics)"",""Implicit/Explicit Motive Discrepancies"",""Implicit Motives"",Maximization,""Profit maximization"",""Profit motive""}",1
"{""Achievement Motivation"",""Learning Progressions"",""Measurement invariance"",""Science learning"",""Scientific Literacy""}",1
"{""Action plan"",""Aging Population"",""Elderly Mobility"",""Geriatric Assessment"",""Global Population Aging""}",1
"{Activism,Elite,""Frame analysis"",""Framing (construction)"",""Media Framing"",Mediatization,""Relational frame theory"",""White (mutation)""}",1
"{""Acute stroke"",""Clinical neurophysiology"",""Deep Learning for EEG"",""EEG Analysis"",""Epilepsy Detection"",""Ischaemic stroke"",""Neuroimaging Data Analysis"",""Quantitative electroencephalography"",""Stroke (engine)"",""Surface EMG""}",1
"{""Adaptive Designs"",""Composite Endpoints"",""Multiple Testing"",""Pharmacokinetic/Pharmacodynamic Modeling"",""Representation (politics)""}",1
"{""Adaptive Governance"",""Relevance (law)""}",1
"{""Additive function"",""Prospect Theory"",""Subjective expected utility""}",1
"{""Additive Manufacturing"",""Design for Manufacture""}",1
"{Adjudication,Arbitration,""Investment Treaty Arbitration"",""Principle of legality""}",1
"{Adjudication,Arbitration,""Jurisdiction Agreements""}",1
"{Adjudication,Confiscation,""Customary international law"",""International Law""}",1
"{Adjudication,Constitutionalism,""Legal Semiotics"",Originalism}",1
"{Adjudication,""European Integration""}",1
"{Adjudication,""German government""}",1
"{Adjudication,Immigration}",1
"{Adjudication,""International community"",""Transnational Legal Pluralism""}",1
"{Adjudication,""International Criminal Law"",""International Law""}",1
"{Adjudication,""International Law"",Prestige,""Rhetorical device""}",1
"{Adjudication,""Judicial Independence""}",1
"{Adjudication,""Law reform"",""Legal Education"",Restructuring}",1
"{Adjudication,""Margin of appreciation"",""Transnational Legal Pluralism""}",1
"{Adjudication,Refugees}",1
"{""Adjusted gross income"",""Consumer spending"",""Family income"",""Financial Literacy"",""Household Finance"",""Net income"",""Net worth"",""Savings Behavior"",""Survey data collection"",""Value (mathematics)""}",1
"{""Administration of justice"",""Christian ministry"",""Lawyer Wellbeing"",""Scope (computer science)""}",1
"{""Administrative services organization"",""Investment (military)""}",1
"{""Adolescent Drug Use"",""Crime statistics""}",1
"{""Adolescent Drug Use"",""Drug control""}",1
"{""Adolescent Exposure"",""Child pornography"",Criminalization,""Internet Pornography"",""Law reform"",""Pornography Consumption"",Pornography,Scrutiny,Sexting}",1
"{""Adolescent Exposure"",""Child pornography"",""Pornography Consumption"",Pornography}",1
"{Adolescents,""Child Development"",Children,""Educational Interventions"",Parenting}",1
"{Adulthood,""Youth Transitions""}",1
"{""Adult Literacy and Numeracy"",""Child Development"",""Educational Interventions"",""Social and Emotional Learning""}",1
"{""Adverse Childhood Experiences"",""Child sexual abuse"",""Emotional Abuse""}",1
"{""Adverse selection"",""Behavioral Economics"",""Darwinism in Economics"",""Evolutionary Economics""}",1
"{""Adverse selection"",""Dividend Policy"",Issuer,Liquidity,""Ownership Structure""}",1
"{""Affect and Emotion in Law"",""Appraisal Theory"",""Law and Film"",""Legal Semiotics"",""Punishment (psychology)"",""Transitional Justice""}",1
"{""Affect and Emotion in Law"",""Argument (complex analysis)"",Injustice,""Legal positivism"",""Positive law"",Positivism}",1
"{""Affect and Emotion in Law"",""Behavioural sciences"",""Ethics of Courtroom Imagery"",""Law and Film"",""Legal Semiotics"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Duality (order theory)"",""Value (mathematics)""}",1
"{""Affect and Emotion in Law"",""Ethics of Courtroom Imagery"",""Human Rights in Art"",""Law and Film"",""Legal history""}",1
"{""Affect and Emotion in Law"",""Ethics of Courtroom Imagery"",""Legal Semiotics"",""Sociology of law"",""Transitional Justice"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",Gender,""Legal Semiotics"",""Socio-Legal Studies"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",Injustice,""Legal positivism"",""Positive law"",Positivism}",1
"{""Affect and Emotion in Law"",""judicial legitimacy"",""language and law"",""Legal Interpretation"",""Legal Semiotics""}",1
"{""Affect and Emotion in Law"",""Law and Film"",""Legal Semiotics""}",1
"{""Affect and Emotion in Law"",""Law and Film"",""Legal Semiotics"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Lawyer Wellbeing"",""Legal Education"",""Legal Semiotics"",Professionalism}",1
"{""Affect and Emotion in Law"",""Legal doctrine"",""Legal Semiotics"",""Visual Jurisprudence""}",1
"{""Affect and Emotion in Law"",""Legal Semiotics"",""Sociology of law""}",1
"{""Affect and Emotion in Law"",""Legal Semiotics"",""Transitional Justice""}",1
"{""Affect (linguistics)"",""Altruism (biology)"",""Dictator game"",""Inequity aversion"",Reciprocity,""Social preferences"",""Stochastic game"",Trust}",1
"{""Affect (linguistics)"",""Capital (architecture)"",""Economic Experiments"",Incentives}",1
"{""Affect (linguistics)"",""Empirical evidence"",""Hate Speech"",""Indirect speech"",""Voting Behavior""}",1
"{""Affect (linguistics)"",""Empirical evidence"",""Immigration Policies"",""Interest group""}",1
"{""Affect (linguistics)"",""Legal Consciousness"",""Relevance (law)""}",1
"{Afghan,Cruelty,Morality,Torture}",1
"{Afghan,Interrogation,Repatriation}",1
"{""Age Discrimination"",Anti-Discrimination,""Equal Treatment"",""EU Law"",Non-Discrimination}",1
"{""Ageing Population"",""Human Rights"",""Millennium Development Goals"",""Social Inequality"",""Sustainable Development Goals""}",1
"{""Ageing Population"",""Population ageing"",""World population""}",1
"{""Agent-Based Modeling"",""Consensus Formation"",""Coordination Games"",""Economic Experiments"",""Opinion Dynamics""}",1
"{""Agent-Based Modeling"",""Hidden Markov Models"",""Nonstationary Time Series"",""Statistical Mechanics"",""Variational Inference""}",1
"{""Aging and Health Policy""}",1
"{""Aging and Health Policy"",""Demographic Changes"",""Demographic Transition"",""Family Support"",""Intergenerational Relations""}",1
"{""Aging and Health Policy"",""Social Security and Welfare Systems""}",1
"{""Aging Population"",""Socioeconomic Status""}",1
"{""Aging Societies"",Caregiving,""Family Caregiving"",""Informal Caregiving"",""Respite care"",""Young Carers""}",1
"{""Aging Workforce"",""Retirement Adjustment"",Retirement}",1
"{""Agrarian Change"",Declaration,""Indigenous rights"",Peasant}",1
"{Agribusiness,EconLit,""Food Prices""}",1
"{""Agricultural biodiversity"",""Complementarity (molecular biology)"",Covenant,""Cultural rights"",""Food Sovereignty"",""Right to food""}",1
"{""Aid Allocation"",""Development Policies"",""Economic Growth"",Governance}",1
"{""Aid and Development"",Covenant,""Cultural rights"",""International development"",Ratification}",1
"{""Aid and Development"",Development,""Millennium Development Goals"",""Sustainable Development Goals""}",1
"{""Aid and Development"",""Human Rights"",""Rights-Based Approach"",""Social Inequality""}",1
"{""Alien Tort Statute"",""International Criminal Law"",""International Humanitarian Law"",""Legal Responsibility"",""State Sovereignty""}",1
"{""Alien Tort Statute"",""International Law"",""Primer (cosmetics)""}",1
"{""Alkaline Fuel Cells"",""High-Temperature Operation"",""Hydrogen Fuel Cells"",Nafion,""Operating temperature"",""PEM Fuel Cells"",""Phosphoric acid"",""Polymer Electrolyte Membranes""}",1
"{Allegiance,Constitutionalization,""Transnational Legal Pluralism""}",1
"{Allegiance,""International Law"",""Jurisdiction Agreements""}",1
"{Altruism,Creatures,""Evolutionary Psychology"",""Group selection"",""Human Behavior"",""Inclusive fitness"",""Kin selection"",""Prosocial behavior"",""Punishment (psychology)"",""Reciprocal altruism"",Reciprocity,""Strong reciprocity""}",1
"{""Ambiguity aversion"",""Cumulative prospect theory"",""Decision theory"",""Foundation (evidence)"",""Imprecise Probabilities"",""Loss aversion"",""Probabilistic Graphical Models"",""Probabilistic Learning"",""Prospect Theory"",""Risk aversion (psychology)"",""Structure Learning""}",1
"{""Ambiguity aversion"",Decision-making,""Framing (construction)""}",1
"{Ambivalence,""International Law"",""Legal norm""}",1
"{Ambivalence,Migrations,Mobilities,Paternalism,Underpinning}",1
"{Ambivalence,""Social protection"",""Welfare State""}",1
"{""American founding""}",1
"{""American founding"",""American History"",""Cultural History"",""Early Republic"",""Settlement (finance)""}",1
"{Americanization,Financialization,Restructuring,Thatcherism}",1
"{Americanization,""Welfare capitalism"",""Welfare State""}",1
"{Amide,""Amine Synthesis"",Borane,""Cyclic amines""}",1
"{Ammunition,Declaration,""High-Performance Explosives""}",1
"{Amnesty,""Constitutional court"",""Inter-American Court""}",1
"{Amnesty,ECHR,Impunity}",1
"{Amnesty,Genocide,""Humanitarian Intervention"",""International Law"",""Security Council"",""United Nations""}",1
"{""Amnesty International"",""Feminist Theory"",""Global Governance"",""Policy Makers"",""Political Representation""}",1
"{""Amnesty International"",Humanitarianism,""Human Rights"",""International Aid"",NGOs}",1
"{Anaesthesia,""Medical Gases""}",1
"{""Analytic Hierarchy Process"",""Environmental Decision Making"",""GIS-based Decision Analysis"",""Group Decision Making"",""Supplier Selection""}",1
"{""Analytic philosophy"",""Complex Systems"",Decision-making,""Group Model Building"",Modeling,""Problem Structuring Methods""}",1
"{""Analytic philosophy"",""General interest"",""International Law""}",1
"{""Analytic philosophy"",""General interest"",""Judicial Bias""}",1
"{""Analytic Philosophy"",""Mathematics of Music"",""Musical Theory"",""Music Criticism"",Musicology}",1
"{""Analytic Philosophy"",Metaphysics,""Philosophical Anthropology"",""Philosophy of Science"",""Political Philosophy""}",1
"{""Analytic Philosophy"",""Philosophical Anthropology"",""Philosophy of Science"",""Political Philosophy"",""Population Studies""}",1
"{""Ancient Poetry""}",1
"{""Ancient Theology"",""Political Rhetoric"",Rhetoric,""Roman Thought"",""Visual Argumentation""}",1
"{""Ancient Theology"",""Roman Thought""}",1
"{Annulment,Directive,""European Legal Systems"",Legislator,""Member state""}",1
{Anthropocene},1
"{Anthropocene,""Human Rights in Art"",""Rights of Nature""}",1
"{Anthropocene,""Rights-Based Approach"",""Social rights""}",1
"{Anti-Discrimination,""Equal Treatment""}",1
"{Anti-Discrimination,""Gender Equality""}",1
"{Antisemitism,Eugenics}",1
"{Antisemitism,Holocaust,""Holocaust Literature""}",1
"{""Antisemitism in Europe"",""Judaism and Christianity"",""Nazi Germany"",""Nazi Propaganda""}",1
"{""Antitrust Policy"",""Consent decree""}",1
"{""Antitrust Policy"",""Reality check""}",1
"{""Antitrust Regulation"",""EU Competition Law"",""Legal Methodology"",""Regulatory Framework""}",1
"{""Applied Linguistics"",""Linguistic Historiography"",""Linguistic Reform"",""Text Linguistics""}",1
"{Apportionment,""Enforcement Strategies"",""Fiscal Decentralization"",""Fiscal Policy"",""Tax Competition""}",1
"{""Appraisal Theory"",""Institutional Change"",""Punishment (psychology)"",""Social Cohesion"",""Social Policy"",""Societal Change""}",1
"{Appropriation,Cybercrime,Piracy}",1
"{Appropriation,""Queer theory"",""Sexual Orientation""}",1
"{Arbitrariness,""Linguistic rights"",""Rights-Based Approach""}",1
"{Arbitration,Aside,""Corporate Law Arbitrage"",""International arbitration"",""International Economic Law"",""Investment Treaty Arbitration""}",1
"{Arbitration,""Bilateral Investment Treaties"",""Due diligence"",""Foreign Direct Investment"",""Investment (military)"",""Investment Treaty Arbitration"",Scrutiny}",1
"{Arbitration,""Bilateral Investment Treaties"",""Fair and Equitable Treatment"",""Investment Treaty Arbitration"",""Investor-State Disputes""}",1
"{Arbitration,""Bilateral Investment Treaties"",""International arbitration"",""International Economic Law"",""International Law"",""Investment arbitration"",""Investment (military)"",""Investment Treaty Arbitration""}",1
"{Arbitration,""Bilateral Investment Treaties"",""International arbitration"",""International Economic Law"",""International Law"",""Investment (military)"",""Investment Treaty Arbitration""}",1
"{Arbitration,""Bilateral Investment Treaties"",""International arbitration"",""Investment Treaty Arbitration"",""Investor-State Disputes"",""Online Dispute Resolution"",""Settlement (finance)""}",1
"{Arbitration,""Bilateral Investment Treaties"",""International Economic Law"",""International Law"",""International Trade Law""}",1
"{Arbitration,""Bilateral Investment Treaties"",""Investment arbitration"",""Investment (military)"",""Investment Treaty Arbitration""}",1
"{Arbitration,""Bilateral Investment Treaties"",""Investment (military)"",""Investment Treaty Arbitration"",""Investor-State Disputes""}",1
"{Arbitration,Causation,Expropriation,""Investment Treaty Arbitration"",""Investor-State Disputes"",""Position (finance)"",""Unjust enrichment""}",1
"{Arbitration,""Choice of Law""}",1
"{Arbitration,""Competitor analysis"",""Investment Treaty Arbitration"",Litigation,""Plea Bargaining""}",1
"{Arbitration,""Content (measure theory)""}",1
"{Arbitration,Expropriation,""International arbitration"",""Investment arbitration"",""Investment Treaty Arbitration"",""Investor-State Disputes""}",1
"{Arbitration,""International arbitration"",""International Economic Law"",""International Law"",""Investment Treaty Arbitration"",""Online Dispute Resolution""}",1
"{Arbitration,""International arbitration"",""Investment (military)"",""Investment protection"",""Investment Treaty Arbitration"",""Moral rights"",""Scope (computer science)""}",1
"{Arbitration,""International arbitration"",""Investment Treaty Arbitration"",""Settlement (finance)""}",1
"{Arbitration,""Investment (military)"",""Investment Treaty Arbitration"",""Investor-State Disputes"",""Sovereign immunity""}",1
"{Arbitration,""Investment (military)"",""Investment Treaty Arbitration"",""Moral rights"",""Punitive damages""}",1
"{Arbitration,""Investment Treaty Arbitration"",Legalization}",1
"{Arbitration,""Investment Treaty Arbitration"",""Punitive damages""}",1
"{Arbitration,""Investment Treaty Arbitration"",""Settlement (finance)"",""Standard of review""}",1
"{Archaeology,""Language Studies""}",1
"{""Argumentation Frameworks"",""Defeasible reasoning"",""Formal Methods""}",1
"{Argumentative,""Argument (complex analysis)"",Constitutionalism,""International Law"",""Transnational Legal Pluralism""}",1
"{""Argument (complex analysis)""}",1
"{""Argument (complex analysis)"",Banking,""Basel III"",""Capital (architecture)"",""Capital Market Regulation"",Deleveraging,""Moral hazard"",Regulations}",1
"{""Argument (complex analysis)"",""Basic income"",""Political Economy""}",1
"{""Argument (complex analysis)"",""Capital (architecture)"",""Quarter (Canadian coin)"",""Social Capital"",""Social reproduction""}",1
"{""Argument (complex analysis)"",Casuistry,Democracy,""Minimalism (technical communication)""}",1
"{""Argument (complex analysis)"",""Coalition government"",Moderation,""Multi-party system"",""Police Legitimacy""}",1
"{""Argument (complex analysis)"",""Code (set theory)"",""Comparative Law"",""Foundation (evidence)"",""Legal history"",Promulgation,""TRACE (psycholinguistics)""}",1
"{""Argument (complex analysis)"",""Company Governance"",""European Company Law"",""Sustainable business""}",1
"{""Argument (complex analysis)"",CONTEST,Cornerstone,""land policy""}",1
"{""Argument (complex analysis)"",""Contract Law"",""European Private Law"",""Freedom of contract"",""Legal certainty"",Obligation}",1
"{""Argument (complex analysis)"",Craft,Materiality}",1
"{""Argument (complex analysis)"",""Customary international law"",""Deterrence theory"",""Internet Governance"",""Law of war""}",1
"{""Argument (complex analysis)"",Cyberbullying,""Online Harassment"",""Punishment (psychology)""}",1
"{""Argument (complex analysis)"",Declaration,""Linguistic rights"",Peasant,""Reservation of rights"",""Rights-Based Approach"",""Social rights""}",1
"{""Argument (complex analysis)"",Democracy,""Democratic legitimacy"",""Margin of appreciation"",""Pluralism (philosophy)"",Subsidiarity}",1
"{""Argument (complex analysis)"",Dialectic,Rhetoric}",1
"{""Argument (complex analysis)"",""Dialogical self"",""Scientific evidence"",""Trade Policy"",Uncertainty}",1
"{""Argument (complex analysis)"",""Ecological Economics"",Flourishing,""Materiality (auditing)"",Posthumanism,Temporalities}",1
"{""Argument (complex analysis)"",""Empirical evidence"",""European commission"",""Institutional Change"",""Scope (computer science)""}",1
"{""Argument (complex analysis)"",""Empirical legal studies"",""Legal Consciousness""}",1
"{""Argument (complex analysis)"",Essentialism,""Feminist legal theory"",""Tragedy (event)"",""Women in Conflict""}",1
"{""Argument (complex analysis)"",""European community"",""Member state"",""Policy Formation"",""Political Dynamics""}",1
"{""Argument (complex analysis)"",""Formalism (music)"",Regionalism,Unification}",1
"{""Argument (complex analysis)"",""Global Governance"",""International Law"",""Transnational Legal Pluralism""}",1
"{""Argument (complex analysis)"",""Global health"",""Global justice"",""Healthcare Ethics""}",1
"{""Argument (complex analysis)"",Governance}",1
"{""Argument (complex analysis)"",""Legal Consciousness""}",1
"{""Argument (complex analysis)"",""Political Theory""}",1
"{""Argument (complex analysis)"",""Responsibility to Protect"",""State responsibility""}",1
"{""Argument (complex analysis)"",Rigour,""Sexual violence"",Torture}",1
"{""Armed conflict""}",1
"{""Armed conflict"",Battlefield,Drone,""Norm Conflicts"",""Scope (computer science)""}",1
"{""Armed conflict"",Combatant,Combatants,""Geneva Conventions"",""Law of war""}",1
"{""Armed conflict"",Dignity,""International Humanitarian Law""}",1
"{""Armed conflict"",""International Humanitarian Law"",""International Law""}",1
"{""Arms control"",Governance,""Principle of legality""}",1
"{""Arms race"",""Deterrence theory"",""Global commons"",Militarization,Offensive,Rivalry,""Security Dilemma""}",1
