"citing_keyword","item_cnt"
"{""International Law"",""Scope (computer science)""}",5
"{""Company Governance"",Obligation,""Supervisory board""}",1
"{""Content (measure theory)"",""Presidential prerogative""}",3
"{""Societal Attitudes""}",6
"{""Robotics Liability"",""Schulze method""}",1
"{""Byzantine Philosophy"",Cult,Dowry,Eleventh,Ninth,Ravenna}",1
"{""Police Legitimacy""}",4
"{Emperor,Piety,""Roman Religion""}",1
"{Historiography,History,Kingdom}",1
"{""Corporate Environmentalism""}",6
"{History,Kingdom,Throne}",1
"{Bulgarian,Byzantium,Mesopotamia}",1
"{""Medieval history""}",5
"{Eleventh,""Inheritance (genetic algorithm)"",Monasticism}",1
"{""Turnaround Strategies""}",6
"{History,SWORD}",1
"{Depiction,Emperor,Reign,""Roman Economy""}",1
"{""Nazi Propaganda"",""Weimar Republic""}",3
"{Globalization,Harmonization,Intersectionality,Regulations,Remedies}",1
"{Harmonization,""Path dependency""}",1
"{""Family economy"",History,""Rural economy""}",1
"{Eleventh,History,Kingdom,""Openness to experience"",Polity,""Quarter (Canadian coin)""}",1
"{Aside,Clan,""Early Medieval"",""Settlement (finance)""}",1
"{""Corporate Environmentalism"",""Criminal liability"",""Criminal responsibility"",""Mens rea""}",2
"{""Capital (architecture)"",Emperor,History,Kingdom,Reign,Rivalry}",1
"{""Crystal Structures"",""Optical Properties"",""Pore Structure Characterization"",""Reflectance Properties""}",1
"{""Social justice"",""Unjust Enrichment""}",1
"{""Family Caregiving""}",6
"{Elite,""Human settlement"",""Medieval Trade"",""Roman Empire""}",1
"{History,Kingdom}",1
"{Governance,""Qualitative Inhaltsanalyse""}",2
"{""Hellenistic Period""}",8
"{""Canon law"",CLARITY,""Early modern Europe"",""Legal History"",Nothing,""Relevance (law)""}",1
"{""Ancient Ethics""}",5
{Restitution},4
"{Armenian,Bulgarian,Byzantium,Emperor,Reign}",1
"{""Choice of Law"",""Cross-Border Litigation"",""European Private Law"",""Legal Harmonization"",""Private International Law"",""Rule of law""}",1
"{""Corporate Criminal Liability"",""Criminal Justice"",""Criminal Law"",""European Law"",""Human Rights""}",1
"{Assyria,Emperor,""Medieval Christianity"",Mesopotamia}",1
{Marxism},3
"{""maritime trade"",Thriving,""World history""}",1
"{""Agricultural land""}",1
"{Anthropocene,Cupola,""Multispecies Ethnography""}",1
"{Archbishop,""Church History"",Heresy,Schism}",1
{Mediation},2
"{Elite,""Roman Economy"",""Roman Empire"",""Social hierarchy"",""Social order"",""Social status""}",1
"{CONTEST,Feudalism,""Florentine Politics"",Kingdom,Nobility}",1
"{""Digital Sovereignty""}",5
"{Mainland,""Medieval Trade"",Romance}",1
"{Autorschaft,Download}",6
"{""Neurological Disorders""}",7
"{""Church History"",Fell,Fifteenth,""Grammar school"",Schism,Syllabus}",1
"{""Content (measure theory)"",""Social Sciences""}",9
"{""Medical History""}",7
"{""Literature Analysis""}",9
"{""Corporate Lobbying""}",9
"{Coronation,Fifteenth,""Opposition (politics)"",Peninsula,""Plague (disease)"",Regent,Scandinavia,Schism}",1
"{""Argument (complex analysis)"",""Constitutional court"",Constitutionalism,""Constitutional review"",""Proportionality (law)"",""Special court""}",1
"{""Church History"",Craft,Fifteenth,""Religious belief"",Schism}",1
{Cosmopolitanism},8
"{""Human settlement"",Reign,""Roman Empire"",Surrender}",1
"{""Fundamental Rights""}",5
"{""Consumption (sociology)"",Intermediary,""Roman Economy""}",1
"{""Absolute monarchy"",""Constitutional monarchy"",Nobility}",1
"{Antique,Asceticism,""Early Christianity""}",1
"{Derecho,""International Law""}",5
"{""Byzantine Philosophy"",""Byzantine studies"",Emperor,Fifteenth,""Ottoman empire"",""Roman Empire""}",1
"{""Nephew and niece"",Reign,Sister,Throne}",1
"{""Hellenistic Period"",Vitality}",1
"{""Corporate crime"",""Corporate Criminal Liability"",""Corporate Environmentalism"",""Rule of law"",Wrongdoing}",1
"{Frontier,""Human settlement"",Peacetime,""Quarter (Canadian coin)"",Reign,""Roman Economy"",""Roman Empire""}",1
"{Liability,Mandate}",1
"{Frontier,History,""Settlement (finance)""}",1
"{""Ancient Medicine"",""Medical History"",""Medical practice"",""Roman Empire""}",1
"{Frontier,""Germanic languages"",""Settlement (finance)""}",1
"{""Comparative Law"",""Federal republic"",""People's Republic"",""The Republic""}",1
"{""French Revolution""}",5
"{""Demographic Changes""}",4
"{""International Humanitarian Law""}",7
"{""Aristocracy (class)"",Frontier,History}",1
"{""Digital economy"",Intermediary,""Legal certainty"",Legislator,Regulations}",1
"{""Arable land"",Barbarian,""Economic shortage"",Frontier,""Human settlement"",""Roman Economy"",""Rural settlement""}",1
{Babylonian},5
"{""Economic History"",""Rest (music)""}",1
"{""Artificial Intelligences"",Digitalization,""Digital Transformation"",Participation,""Sustainable Development""}",1
"{""Competition Law""}",6
"{""Nazi Era""}",8
{Capitalism},7
"{""Ancient Poetry"",Phoenician}",2
"{""Economic History"",Emperor,Principate,""Symbol (formal)""}",1
"{""Basic law"",""Norm Conflicts""}",1
"{""Civil Liability"",""Contract Law"",""Legal Transplants"",Regulations,""Table (database)"",""Unfair Commercial Practices""}",2
"{""Fur trade"",""Medieval Christianity""}",1
"{""Economic History"",Elite}",1
"{Archaeology,Fifteenth,Revelation}",1
"{""Content (measure theory)"",""Historical Texts""}",5
"{Demography,Prosperity,""Roman Economy"",""Roman Empire""}",1
"{""Corporate crime"",""Corporate Environmentalism""}",2
"{""Capital (architecture)"",""Cash crop"",""Roman Economy""}",1
"{Peninsula,Romanization}",1
"{Greeks,""Medieval Trade""}",1
"{""Christian Orthodoxy"",Creed,Decree,""False accusation"",Heresy,Sympathy}",1
"{Adornment,""Early Islamic Transition"",""Indian subcontinent"",Peninsula}",1
"{""Consolidation (business)"",Fifteenth,Kingdom}",1
"{Bureaucracy,Emperor,Monarchy,""Position (finance)"",""Roman Empire""}",1
"{""Consolidation (business)"",Fifteenth,History,""Roman Empire""}",1
"{""Cultural Transmission"",""Jewish culture"",Mesopotamia,Prestige,""Roman Empire""}",1
"{""Supply Chain Management""}",2
"{Bureaucracy,Emperor,Monarchy,Reign}",1
"{""Ancient Judaism"",""Settlement (finance)""}",1
"{""Cultural Studies""}",9
"{""Basic law"",""Constitutional court"",Constitutionality,""Legal Consciousness""}",1
"{""Hormone Measurement""}",7
"{Emperor,Frontier,Infantry,Offensive}",1
"{""Consolidation (business)"",Elite,Fifteenth,""Independence (probability theory)"",""Legal History"",Nobility}",1
"{""Sport Ethics""}",5
"{""Art and Architecture"",Fifteenth,Sculpture}",1
"{""Destiny (ISS module)"",Emperor,Paternalism,Reign}",1
"{""European Arrest Warrant""}",5
"{Asceticism,Bishops,""Early Christianity"",Emperor,""Late Antiquity"",""Roman Empire"",Silence}",1
{Enlightenment},4
"{Annexation,Emperor,Nothing,""Roman Economy"",""Roman Empire""}",1
{Hatred},1
"{Fifteenth,Kingdom,NOMINATE,Scotland,Scots}",1
"{Fifteenth,Kingdom,Nobility,Realm}",1
"{""Independence (probability theory)"",""Inheritance (genetic algorithm)"",""Nuclear family"",Wife}",1
"{""European debt crisis"",""European Integration"",""European Legal Systems"",""Legal writing""}",1
"{Apocrypha,Glossary,""Religious Interpretation"",Worship}",1
"{""Metal working"",""Roman Economy"",""Roman Empire""}",1
"{Comedy,""Content (measure theory)"",""social interactions""}",3
"{Fifteenth,""Florentine Politics"",""History of Italy"",Oligarchy,Peninsula}",1
"{""Exchange Rate Regimes""}",1
"{Emperor,""Minor (academic)"",""Section (typography)""}",1
"{""Shipping Regulations""}",5
"{""Absolute (philosophy)"",""Constitutional Law"",Dignity}",1
"{""Gender and Migration""}",8
"{""Exclusionary Rule"",Interrogation,Judgement}",1
"{Cult,""Roman Empire"",""Roman Religion"",""Scope (computer science)""}",1
"{Governor,""Roman Economy""}",1
"{""Legal doctrine"",""Legal Education""}",2
"{Byzantium,""Capital (architecture)"",Centralisation,Dominion}",1
"{Feud,Nobility}",1
"{Cult,Emperor,""Roman Empire"",""Roman Religion"",Rome,Ruler}",1
"{""Aging and Health Policy""}",8
"{""Greek Literature"",""Hellenistic Philosophy"",""Latin literature""}",1
"{""Banking Union""}",2
"{""Code (set theory)"",""Legal Interpretation"",""Procedural law""}",1
"{""Constitutional government""}",6
"{Culmination,Fifteenth,Manuscripts,Parchment}",1
"{""Argument (complex analysis)"",""Emerging technologies"",Technology}",1
"{""Baltic sea"",""Black sea"",""North sea"",Pace,""Rest (music)"",Trade}",1
"{Fell,""Foundation (evidence)"",Historiography,""Legal History""}",1
"{Demise,Reign,""Religious Syncretism"",Toleration}",1
"{""Historical Texts"",""Medieval Christianity"",""Medieval Economic Thought"",""Table (database)""}",1
"{""Sample (material)"",Scarcity}",1
"{History,Mandate,""Political system"",""Representation (politics)""}",1
"{""Early Islamic Transition"",Emperor,Frontier,Institution,Reign}",1
"{Barbarian,""Roman Economy""}",1
"{Romanization,Sculpture}",1
{Critique},3
"{""Collective Bargaining""}",7
"{Barbarian,Generosity,Portrait,""Roman Economy"",""Urban culture""}",1
"{Prosperity,""Roman Economy""}",1
"{Barbarian,""Early Medieval"",""Human settlement"",""Roman Empire"",""Settlement (finance)""}",1
"{Download,Theology}",8
"{Antique,Christianization,Exegesis,Heaven,Mesopotamia,""Roman Empire"",""Roman Religion"",Zoroastrianism}",1
"{Asceticism,Consolation,""Intellectual Culture"",""Roman Empire""}",1
"{Graffiti,Papyrus,""Roman Empire""}",1
"{""Code (set theory)"",""Criminal code"",""Legal History""}",1
"{""European Legal Systems"",""Preliminary ruling"",Skepticism}",1
"{Barbarian,Bishops,""Capital (architecture)"",""Medieval Christianity"",""Ottoman empire"",""Roman Empire""}",1
"{""Preventive detention"",""Seclusion and Restraint""}",2
"{History,""Printing press"",""Value (mathematics)""}",1
"{Consecration,Divination,Emperor,Legend}",1
"{Emperor,Omniscience,Praise,Verdict}",1
"{""Criminal liability"",""EU Competition Law"",""Market Abuse Directive""}",1
"{""Corporate Environmentalism"",""Due diligence""}",1
"{Duchy,Fifteenth,Kingdom,Lithuanian,Nobility,""Polish nobility""}",1
"{Consecration,Emperor,Legend}",1
"{""Judicial Cooperation""}",6
"{""Refugee Law""}",5
"{Bishops,""Capital (architecture)"",""Church history"",Emperor,Institution,""Roman Empire"",""Roman Religion""}",1
"{""Absolute monarchy"",Fifteenth,History,""Independence (probability theory)"",Realm}",1
"{Epicureanism,""Hellenistic Philosophy"",Skepticism}",1
"{""Mongol Empire"",""Ottoman empire"",Ruler}",1
"{""Ancient Rome"",""Cultural Transmission"",Elite,Romanization}",1
"{""Independence (probability theory)"",""Monetary Policy Instruments""}",1
"{""Constitutional Courts"",""Legal Interpretation"",""legislative drafting""}",1
"{Derecho,""Legal Systems""}",5
"{""Party Polarization""}",7
"{Adjudication,""Constitutional court"",""Constitutional Review"",Lawmaking,""Procedural law"",""Substantive due process"",""Substantive law""}",1
"{""Early Christian Apologetics""}",7
"{Canon,""Canon law"",""Content (measure theory)"",""Legal History""}",1
"{""Choice of Law"",""Content (measure theory)"",""Public access""}",1
"{Globalization,""Global Value Chains"",""International Law"",""Multinational Enterprises"",""Transnational Corporations"",""Value (mathematics)""}",1
"{""Blocking (statistics)"",""Regulatory Challenges""}",1
"{""Criminal trial"",Directive,""European Arrest Warrant"",Warrant}",1
"{""Environmental Policy""}",5
"{""Labor Theory of Value""}",3
"{Certificate,""Succession Regulation""}",1
"{""Blood Groups""}",5
"{""Content (measure theory)"",""Prosecution Service""}",1
"{""Skin Sensitization""}",6
"{""Participatory Governance"",""Spatial planning""}",1
"{""Content (measure theory)"",CONTEST,Restitution}",1
"{""Collective agreement"",""Labor Market Flexibility"",""Temporary work"",""Trade union""}",1
"{""Due process"",""Empirical legal studies"",""Legal Technology"",""Rule of law""}",1
"{Certificate,""Jurisdiction Agreements""}",1
"{""Enzymatic Tagging""}",4
"{""Breach of contract"",""Contract Law"",""Shipping Regulations"",""Trade Contracts""}",1
{Democratization},5
"{Constitutionalism,""EU legislation"",""Legal Interpretation""}",1
"{""Conflict of Laws"",""Content (measure theory)"",""Legal Systems""}",1
"{""Choice of Law"",""Succession Regulation""}",2
"{""Ancient Rome"",Elite,Institution,""Presentation (obstetrics)"",Principate,""Roman Economy""}",1
"{""Judicial deference"",""judicial influence"",""Legal Interpretation""}",1
"{""Corporate Mobility""}",4
"{""Cone (formal languages)"",""Polish nobility""}",1
"{Download,""Religious Interpretation""}",8
"{Certificate,Restitution}",1
"{""Data Privacy"",""Principle of legality""}",1
"{""Content (measure theory)"",""Roman Religion""}",2
"{""Indeterminacy (philosophy)"",""judicial legitimacy"",""Rule of law"",""Value (mathematics)""}",1
"{""Content (measure theory)"",""Scope (computer science)""}",1
{Eugenics},7
"{""Investment Treaty Arbitration""}",8
"{Constitutionalism,Emancipation,Europeanisation}",1
"{""Content (measure theory)"",""Content validity"",""Property Rights""}",1
"{""Indeterminacy (philosophy)"",""judicial legitimacy"",Justiciability,""Legal Interpretation"",""Political question""}",1
"{""Content (measure theory)"",Harmonization}",1
"{Download,""Social History""}",7
"{Diaspora,""Early Christian Apologetics"",""Early Christianity"",""Identification (biology)"",Onomastics}",1
"{""Constitutional court"",""EU legislation"",""European Legal Systems"",""Preliminary ruling""}",1
"{""Choice of Law"",""Human settlement""}",1
"{""Judicial opinion"",Predictive}",1
"{""Teething Symptoms""}",2
"{Macedonian,Maltese,Peninsula,Phoenician,""Roman Economy"",Romanization}",1
"{""Comparative Law"",""EU legislation"",""judicial influence"",""language and law"",""legislative drafting"",""Scope (computer science)"",Scrutiny}",1
"{Certificate,""Suspension (topology)""}",1
"{Reign,""Settlement (finance)""}",1
"{Arbitration,""Contract Law"",""Trade Contracts""}",1
"{""Dangerous goods"",""Shipping Regulations"",""Trade Contracts""}",1
"{""Choice of Law"",""Jurisdiction Agreements""}",1
"{""Colonial Psychiatry""}",6
"{Dignity,Officer,Torture,""Universal jurisdiction""}",1
"{""Contract Law"",""EU Competition Law"",""European Private Law"",Regulations}",1
"{""Sustainable Chemistry""}",8
"{Annexation,CYCLADES,""Hellenistic Period"",Mainland,""Minor (academic)""}",1
{Tuberculosis},6
{Identity},7
"{Agreement,""Choice of Law""}",1
"{""Criminal Law"",Legitimation}",1
"{""Banking Regulations""}",3
"{Redress,Restitution}",1
"{Dignity,""Harm principle"",""International Criminal Law"",""Punishment (psychology)"",""Transnational Legal Pluralism"",""Value (mathematics)""}",1
"{Dignity,""language and law""}",1
"{""European Company Law"",""Table (database)""}",5
"{""Coercion (linguistics)"",Ethos}",1
"{Feudalism,Romance,""Value (mathematics)""}",1
"{""Criminal history"",""Life imprisonment"",""Punishment (psychology)"",""Sentencing guidelines"",""Violent Recidivism""}",1
"{Download,""Historical Narratives""}",8
{Terrorism},7
"{""Comparative Law"",""Contract Law""}",1
"{""Independence (probability theory)"",""Legal History"",Principate}",1
"{Copyright,""Emphasis (telecommunications)"",""Innovation Policy"",Licensing,""Patent Analysis"",""Regulatory Challenges""}",1
"{""Medieval Christianity""}",7
"{Bibliography,""Choice of Law"",""Content (measure theory)""}",1
"{""Constitutional court"",""Corporate Taxation"",Legislator,Obligation}",1
{Interdisciplinarity},8
{Certificate},1
"{""Gender Studies"",""Identity Politics""}",2
"{""Presidential prerogative""}",6
"{Certificate,""Choice of Law""}",1
"{Certificate,""Choice of Law"",""Content (measure theory)""}",1
"{""Content (measure theory)"",""Legal Harmonization""}",1
"{""Choice of Law"",""Content (measure theory)"",Declaration,Waiver}",1
"{""Civil service"",Frontier,Reign}",1
"{""Policy Making""}",4
"{Excellence,""legislative drafting"",""Scope (computer science)""}",1
"{""Customer Experience""}",8
"{Annals,Emperor,Magistrate}",1
{Vegetation},8
"{""Contract Law"",""Shipping Regulations"",""Trade Contracts""}",1
"{""Scope (computer science)"",""Trade Contracts""}",1
"{Accountability,""Content (measure theory)"",Declaration,Revocation}",1
"{""De facto"",Limiting,""Privacy Regulations"",""Value (mathematics)""}",1
"{""Contract Law"",""Private International Law"",""Shipping Regulations"",""Trade Contracts""}",1
{Accession},4
"{""Polyester Synthases""}",5
{ExpertInneninterviews},8
"{""Crisis management"",""European Stability Mechanism"",""Financial stability"",Summit}",1
"{""Legal Modernization""}",8
"{Baroque,Classicism,Principate,Reign,""Roman art"",""Roman Economy""}",1
"{""Company Governance"",""Corporate Governance"",""Corporate Law Arbitrage"",""Directive Harmonization"",""Regulatory Competition""}",1
{Proportionality},6
{Thermodynamics},8
"{Fell,Forgiveness,""Hellenistic Period"",""Settlement (finance)""}",1
"{Ästhetik,Literaturkritik}",1
"{""Cultural Policy""}",7
"{Banner,Constructive,""Legal Consciousness""}",1
"{""Health Definition""}",5
{Europe},2
{Anaesthesia},8
"{""Black sea"",CONQUEST,""Roman Economy""}",1
"{""EU legislation"",""Parliamentary sovereignty"",""Value (mathematics)""}",1
{Crime},7
"{""EU legislation"",""judicial influence""}",1
"{""Administration of justice"",Governor,""Legal History""}",1
"{""EU legislation"",""Independence (probability theory)"",Safeguarding,""Scope (computer science)""}",1
"{Constitutionalism,Reflexivity}",2
